Gene Name	UniProt	GeneID	CSPA category	Surfaceome	CRISPR	GO cell surface	GO plasma membrane	Num cell surface evidence
FZD4	Q9ULV1	8322	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
FZD10	Q9ULW2	11211		TRUE	TRUE	TRUE	TRUE	3
ICAM5	Q9UMF0	7087	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3
CLEC4A	Q9UMR7	50856		FALSE	TRUE	FALSE	TRUE	1
SYNRG	Q9UMZ2	11276		FALSE	TRUE	FALSE	FALSE	1
PCDHB10	Q9UN67	56126		TRUE	TRUE	FALSE	TRUE	2
PCDHA7	Q9UN72	56141		TRUE	TRUE	FALSE	TRUE	2
PCDHA6	Q9UN73	56142	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3
PCDHA4	Q9UN74	56144		TRUE	TRUE	FALSE	TRUE	2
TNFSF18	Q9UNG2	8995	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
STX8	Q9UNK0	9482		FALSE	TRUE	FALSE	TRUE	1
FZD1	Q9UP38	8321		TRUE	TRUE	TRUE	TRUE	3
AP4E1	Q9UPM8	23431		FALSE	TRUE	FALSE	FALSE	1
HPS5	Q9UPZ3	11234		FALSE	TRUE	FALSE	FALSE	1
DNM3	Q9UQ16	26052		FALSE	TRUE	FALSE	TRUE	1
CTNND2	Q9UQB3	1501		FALSE	TRUE	FALSE	TRUE	1
TNN	Q9UQP3	63923		FALSE	TRUE	TRUE	FALSE	2
KLHL20	Q9Y2M5	27252		FALSE	TRUE	FALSE	FALSE	1
AP3M1	Q9Y2T2	26985		FALSE	TRUE	FALSE	FALSE	1
TLN2	Q9Y4G6	83660		FALSE	TRUE	FALSE	TRUE	1
LOXL2	Q9Y4K0	4017		FALSE	TRUE	FALSE	FALSE	1
AP4S1	Q9Y587	11154		FALSE	TRUE	FALSE	FALSE	1
PCDHB6	Q9Y5E3	56130		TRUE	TRUE	FALSE	TRUE	2
PCDHB4	Q9Y5E5	56131		TRUE	TRUE	FALSE	TRUE	2
PCDHB3	Q9Y5E6	56132		TRUE	TRUE	FALSE	TRUE	2
PCDHB2	Q9Y5E7	56133		TRUE	TRUE	FALSE	TRUE	2
PCDHB15	Q9Y5E8	56121		TRUE	TRUE	FALSE	TRUE	2
PCDHB12	Q9Y5F1	56124		TRUE	TRUE	FALSE	TRUE	2
PCDHB11	Q9Y5F2	56125		TRUE	TRUE	FALSE	TRUE	2
PCDHA8	Q9Y5H6	56140		TRUE	TRUE	FALSE	TRUE	2
PCDHA5	Q9Y5H7	56143		TRUE	TRUE	FALSE	TRUE	2
PCDHA3	Q9Y5H8	56145		TRUE	TRUE	FALSE	TRUE	2
PCDHA2	Q9Y5H9	56146		TRUE	TRUE	FALSE	TRUE	2
PCDHA11	Q9Y5I1	56138	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3
PCDHA10	Q9Y5I2	56139	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3
PCDHA1	Q9Y5I3	56147		TRUE	TRUE	FALSE	TRUE	2
PCDHAC2	Q9Y5I4	56134		TRUE	TRUE	FALSE	TRUE	2
HILPDA	Q9Y5L2	29923		FALSE	TRUE	TRUE	FALSE	2
CORIN	Q9Y5Q5	10699		TRUE	TRUE	TRUE	TRUE	3
BACE2	Q9Y5Z0	25825		TRUE	TRUE	FALSE	TRUE	2
ADGRG1	Q9Y653	9289	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3
COPG1	Q9Y678	22820		FALSE	TRUE	FALSE	FALSE	1
CLIC4	Q9Y696	25932		FALSE	TRUE	TRUE	TRUE	2
SAR1B	Q9Y6B6	51128		FALSE	TRUE	FALSE	FALSE	1
AP4B1	Q9Y6B7	10717		FALSE	TRUE	FALSE	FALSE	1
WNT6	Q9Y6F9	7475		FALSE	TRUE	TRUE	TRUE	2
GJA3	Q9Y6H8	2700		TRUE	TRUE	FALSE	TRUE	2
ROBO1	Q9Y6N7	6091	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
AP1M2	Q9Y6Q5	10053		FALSE	TRUE	FALSE	FALSE	1
TNFRSF11A	Q9Y6Q6	8792	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
ICOS	Q9Y6W8	29851		TRUE	TRUE	TRUE	TRUE	3
