UniProt	GeneID	Gene Name	GO cell surface	GO plasma membrane	GeneID - human	Gene Name - human	UniProt - human	CSPA category	Surfaceome	CRISPR	GO cell surface - human	GO plasma membrane - human	Num cell surface evidence	Num plasma membrane evidence
A0A5F7ZZS3		SLC1A3	FALSE	FALSE	6507	SLC1A3	P43003	2 - putative	TRUE	TRUE	TRUE	TRUE	4	1
A0A5F7ZZT7		AGRN	FALSE	TRUE	375790	AGRN	O00468	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1	2
A0A5F7ZZU0		PTCHD4	FALSE	FALSE	442213	PTCHD4	Q6ZW05		TRUE	FALSE	FALSE	FALSE	1	0
A0A5F8A014		AMHR2	FALSE	FALSE	269	AMHR2	Q16671		TRUE	FALSE	FALSE	TRUE	1	1
A0A5F8A016		LINGO3	FALSE	FALSE	645191	LINGO3	P0C6S8		TRUE	FALSE	FALSE	FALSE	1	0
A0A5F8A028		ABI3BP	FALSE	FALSE	25890	ABI3BP	Q7Z7G0	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1	0
A0A5F8A048		CEMIP2	FALSE	FALSE	23670	CEMIP2	Q9UHN6	2 - putative	FALSE	FALSE	FALSE	TRUE	1	1
A0A5F8A058		DDR2	FALSE	TRUE	4921	DDR2	Q16832	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
A0A5F8A070		SLC11A1	FALSE	FALSE	6556	SLC11A1	P49279		TRUE	FALSE	FALSE	TRUE	1	1
A0A5F8A075		TMEM87B	FALSE	FALSE	84910	TMEM87B	Q96K49	1 - high confidence	TRUE	FALSE	FALSE	FALSE	2	0
A0A5F8A092		OR2K2	FALSE	TRUE	26248	OR2K2	Q8NGT1		TRUE	FALSE	FALSE	TRUE	1	2
A0A5F8A0A5		MSN	FALSE	FALSE	4478	MSN	P26038		FALSE	TRUE	TRUE	TRUE	2	1
A0A5F8A0B9		CASD1	FALSE	FALSE	64921	CASD1	Q96PB1	1 - high confidence	TRUE	FALSE	FALSE	FALSE	2	0
A0A5F8A0G0		OR1M1	FALSE	TRUE	125963	OR1M1	Q8NGA1		TRUE	FALSE	FALSE	TRUE	1	2
A0A5F8A0I3		SLC19A3	FALSE	FALSE	80704	SLC19A3	Q9BZV2		TRUE	FALSE	FALSE	TRUE	1	1
A0A5F8A0K1		EVA1C	FALSE	FALSE	59271	EVA1C	P58658		TRUE	FALSE	FALSE	FALSE	1	0
A0A5F8A0L4		TMEM255B	FALSE	FALSE	348013	TMEM255B	Q8WV15		TRUE	FALSE	FALSE	FALSE	1	0
A0A5F8A0L8		LAIR1	FALSE	FALSE	3903	LAIR1	Q6GTX8	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
A0A5F8A0M1		OR4D5	FALSE	TRUE	219875	OR4D5	Q8NGN0		TRUE	FALSE	FALSE	TRUE	1	2
A0A5F8A0N6		MAP3K5	FALSE	FALSE	4217	MAP3K5	Q99683		FALSE	FALSE	TRUE	TRUE	1	1
A0A5F8A0N7		GABRG1	FALSE	TRUE	2565	GABRG1	Q8N1C3		TRUE	FALSE	FALSE	TRUE	1	2
A0A5F8A0Q1		PLA2G3	FALSE	FALSE	50487	PLA2G3	Q9NZ20	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1	1
A0A5F8A0S8		SYT16	FALSE	FALSE	83851	SYT16	Q17RD7		FALSE	TRUE	FALSE	FALSE	1	0
A0A5F8A0V7		PCNX1	FALSE	FALSE	22990	PCNX1	Q96RV3		TRUE	FALSE	FALSE	FALSE	1	0
A0A5F8A0X3		TMEM132A	FALSE	FALSE	54972	TMEM132A	Q24JP5	1 - high confidence	TRUE	FALSE	FALSE	FALSE	2	0
A0A5F8A0Z2		CCR2	FALSE	FALSE	729230	CCR2	P41597		TRUE	FALSE	TRUE	TRUE	2	1
A0A5F8A0Z8		ANO6	FALSE	FALSE	196527	ANO6	Q4KMQ2	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3	1
A0A5F8A104		ARF1	FALSE	FALSE	375	ARF1	P84077		FALSE	TRUE	FALSE	TRUE	1	1
A0A5F8A109		CLTB	FALSE	TRUE	1212	CLTB	P09497		FALSE	TRUE	FALSE	TRUE	1	2
A0A5F8A114		FKTN	FALSE	FALSE	2218	FKTN	O75072	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
A0A5F8A154		ANKH	FALSE	FALSE	56172	ANKH	Q9HCJ1		TRUE	FALSE	FALSE	TRUE	1	1
A0A5F8A174		TLR4	FALSE	FALSE	7099	TLR4	O00206	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	1
A0A5F8A188		TYRP1	FALSE	FALSE	7306	TYRP1	P17643	1 - high confidence	TRUE	FALSE	FALSE	FALSE	2	0
A0A5F8A199		IL2RG	FALSE	FALSE	3561	IL2RG	P31785	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	1
A0A5F8A1A3		OSMR	FALSE	FALSE	9180	OSMR	Q99650	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3	1
A0A5F8A1B0		SVEP1	FALSE	FALSE	79987	SVEP1	Q4LDE5		FALSE	TRUE	FALSE	FALSE	1	0
A0A5F8A1E2		ROR1	FALSE	FALSE	4919	ROR1	Q01973	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3	1
A0A5F8A1E4		CNNM4	FALSE	FALSE	26504	CNNM4	Q6P4Q7	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
A0A5F8A1I7		DYNC2H1	FALSE	FALSE	79659	DYNC2H1	Q8NCM8	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1	1
A0A5F8A1J4		STAB1	FALSE	FALSE	23166	STAB1	Q9NY15	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
A0A5F8A1J9		MAN2B2	FALSE	FALSE	23324	MAN2B2	Q9Y2E5	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1	0
A0A5F8A1M5		LAMB4	FALSE	FALSE	22798	LAMB4	A4D0S4		FALSE	TRUE	FALSE	FALSE	1	0
A0A5F8A1M6		LTB4R	FALSE	FALSE	1241	LTB4R	Q15722	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
A0A5F8A1P2		CD58	FALSE	FALSE	965	CD58	P19256	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3	1
A0A5F8A1P5		STAB2	FALSE	FALSE	55576	STAB2	Q8WWQ8		TRUE	TRUE	TRUE	TRUE	3	1
A0A5F8A1P8		CD3E	FALSE	FALSE	916	CD3E	P07766		FALSE	TRUE	TRUE	TRUE	2	1
A0A5F8A1Q2		SLC43A2	FALSE	FALSE	124935	SLC43A2	Q8N370		TRUE	FALSE	FALSE	TRUE	1	1
A0A5F8A1Q9		HLA-E	FALSE	FALSE	3133	HLA-E	P13747	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3	1
A0A5F8A1S1		OLFM1	FALSE	FALSE	10439	OLFM1	Q99784	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1	0
A0A5F8A1T8		ACVR2A	FALSE	FALSE	92	ACVR2A	P27037	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	1
A0A5F8A1U0		PRKX	FALSE	FALSE	5613	PRKX	P51817		FALSE	TRUE	FALSE	FALSE	1	0
A0A5F8A1V8		SLC2A6	FALSE	FALSE	11182	SLC2A6	Q9UGQ3		TRUE	FALSE	FALSE	TRUE	1	1
A0A5F8A1W7		PVR	FALSE	FALSE	5817	PVR	P15151	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	1
A0A5F8A1Z2		SCN1B	FALSE	TRUE	6324	SCN1B	Q07699		TRUE	FALSE	FALSE	TRUE	1	2
A0A5F8A211		SLC26A3	FALSE	TRUE	1811	SLC26A3	P40879		TRUE	FALSE	FALSE	TRUE	1	2
A0A5F8A212		NRXN3	FALSE	FALSE	9369	NRXN3	Q9HDB5;Q9Y4C0		TRUE	FALSE	FALSE	TRUE	1	1
A0A5F8A218		ENOX2	TRUE	TRUE	10495	ENOX2	Q16206		FALSE	TRUE	TRUE	TRUE	3	2
A0A5F8A227		ECSCR	FALSE	FALSE	641700	ECSCR	Q19T08		TRUE	FALSE	FALSE	TRUE	1	1
A0A5F8A237		SHISAL1	FALSE	FALSE	85352	SHISAL1	Q3SXP7		TRUE	FALSE	FALSE	FALSE	1	0
A0A5F8A254		IGSF9B	FALSE	FALSE	22997	IGSF9B	Q9UPX0		TRUE	FALSE	FALSE	TRUE	1	1
A0A5F8A264		PRRC2C	FALSE	FALSE	23215	PRRC2C	Q9Y520	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
A0A5F8A276		PRRC2C	FALSE	FALSE	23215	PRRC2C	Q9Y520	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
A0A5F8A287		TMX4	FALSE	FALSE	56255	TMX4	Q9H1E5	1 - high confidence	TRUE	FALSE	FALSE	FALSE	2	0
A0A5F8A290		TTYH2	FALSE	TRUE	94015	TTYH2	Q9BSA4	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
A0A5F8A2B1		DPP7	FALSE	FALSE	29952	DPP7	Q9UHL4	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1	0
A0A5F8A2D1		PRRC2C	FALSE	FALSE	23215	PRRC2C	Q9Y520	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
A0A5F8A2D3		GAA	FALSE	FALSE	2548	GAA	P10253	2 - putative	FALSE	FALSE	FALSE	TRUE	1	1
A0A5F8A2D7		GRIN2C	FALSE	TRUE	2905	GRIN2C	Q14957		TRUE	FALSE	FALSE	TRUE	1	2
A0A5F8A2E2		NAALADL2	FALSE	FALSE	254827	NAALADL2	Q58DX5	2 - putative	FALSE	FALSE	FALSE	FALSE	1	0
A0A5F8A2E6		TNFRSF10A	FALSE	FALSE	8797	TNFRSF10A	O00220		TRUE	FALSE	TRUE	TRUE	2	1
A0A5F8A2F0		ADGRD2	FALSE	FALSE		ADGRD2	Q7Z7M1		TRUE	FALSE	FALSE	TRUE	1	1
A0A5F8A2G8		LAMB4	FALSE	FALSE	22798	LAMB4	A4D0S4		FALSE	TRUE	FALSE	FALSE	1	0
A0A5F8A2H1		CEL	FALSE	FALSE		CEL	P19835		FALSE	FALSE	TRUE	TRUE	1	1
A0A5F8A2H4		SLC13A1	FALSE	FALSE	6561	SLC13A1	Q9BZW2		TRUE	FALSE	FALSE	TRUE	1	1
A0A5F8A2I1		SSTR2	FALSE	FALSE	6752	SSTR2	P30874		TRUE	FALSE	FALSE	TRUE	1	1
A0A5F8A2I2		SLC2A12	FALSE	FALSE	154091	SLC2A12	Q8TD20		TRUE	FALSE	FALSE	TRUE	1	1
A0A5F8A2I9		THSD1	FALSE	FALSE	55901	THSD1	Q9NS62	1 - high confidence	TRUE	FALSE	FALSE	FALSE	2	0
A0A5F8A2J2		GYPA	FALSE	FALSE	2993	GYPA	P02724		TRUE	TRUE	FALSE	TRUE	2	1
A0A5F8A2J5		SLC7A10	FALSE	FALSE	56301	SLC7A10	Q9NS82		TRUE	FALSE	FALSE	TRUE	1	1
A0A5F8A2J8		SLC6A12	FALSE	TRUE	6539	SLC6A12	P48065		TRUE	FALSE	FALSE	TRUE	1	2
A0A5F8A2L0		HSPG2	FALSE	FALSE	3339	HSPG2	P98160	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1	1
A0A5F8A2M4		PROKR1	FALSE	FALSE	10887	PROKR1	Q8TCW9		TRUE	FALSE	FALSE	TRUE	1	1
A0A5F8A2N3		DYNC2H1	FALSE	FALSE	79659	DYNC2H1	Q8NCM8	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1	1
A0A5F8A2N7		SLC7A4	FALSE	FALSE	6545	SLC7A4	O43246		TRUE	FALSE	FALSE	FALSE	1	0
A0A5F8A2P0		NPC1	FALSE	FALSE	4864	NPC1	O15118	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
A0A5F8A2Q2		SLC36A4	FALSE	FALSE	120103	SLC36A4	Q6YBV0	2 - putative	TRUE	FALSE	FALSE	TRUE	2	1
A0A5F8A2Q9		IL2RA	FALSE	FALSE	3559	IL2RA	P01589	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3	1
A0A5F8A2R8		SLC37A1	FALSE	FALSE	54020	SLC37A1	P57057		TRUE	FALSE	FALSE	FALSE	1	0
A0A5F8A2U1		SUN1	FALSE	FALSE	23353	SUN1	O94901	2 - putative	FALSE	FALSE	FALSE	FALSE	1	0
A0A5F8A2Z9		STX17	FALSE	FALSE	55014	STX17	P56962		FALSE	TRUE	FALSE	FALSE	1	0
A0A5F8A312		HEPACAM	FALSE	FALSE	220296	HEPACAM	Q14CZ8	1 - high confidence	TRUE	FALSE	FALSE	FALSE	2	0
A0A5F8A342		ZPLD1	FALSE	FALSE	131368	ZPLD1	Q8TCW7		TRUE	FALSE	FALSE	FALSE	1	0
A0A5F8A345		PTPRK	FALSE	FALSE	5796	PTPRK	Q15262	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	1
A0A5F8A347		SLC66A1	FALSE	FALSE	54896	SLC66A1	Q6ZP29		TRUE	FALSE	FALSE	FALSE	1	0
A0A5F8A369		MUC3A	FALSE	FALSE	4584	MUC3A	Q02505		TRUE	FALSE	FALSE	TRUE	1	1
A0A5F8A393		SERINC3	FALSE	FALSE	10955	SERINC3	Q13530		TRUE	FALSE	FALSE	TRUE	1	1
A0A5F8A3C2		FAM171A1	FALSE	FALSE	221061	FAM171A1	Q5VUB5	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
A0A5F8A3F2		AP1B1	FALSE	FALSE	162	AP1B1	Q10567		FALSE	TRUE	FALSE	FALSE	1	0
A0A5F8A3G1		IL2RG	FALSE	FALSE	3561	IL2RG	P31785	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	1
A0A5F8A3G5		MOXD1	FALSE	FALSE	26002	MOXD1	Q6UVY6	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1	0
A0A5F8A3H0		TMEM132B	FALSE	FALSE	114795	TMEM132B	Q14DG7	2 - putative	TRUE	FALSE	FALSE	FALSE	2	0
A0A5F8A3J4		OR4D6	FALSE	TRUE	219983	OR4D6	Q8NGJ1		TRUE	FALSE	FALSE	TRUE	1	2
A0A5F8A3J7		SLC26A8	FALSE	FALSE	116369	SLC26A8	Q96RN1		TRUE	FALSE	FALSE	TRUE	1	1
A0A5F8A3M1		OR7D4	FALSE	TRUE	125958	OR7D4	Q8NG98		TRUE	FALSE	FALSE	TRUE	1	2
A0A5F8A3M3		TSPAN4	FALSE	FALSE	7106	TSPAN4	O14817	2 - putative	TRUE	FALSE	FALSE	TRUE	2	1
A0A5F8A3Q2		NTNG1	FALSE	FALSE	22854	NTNG1	Q9Y2I2	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
A0A5F8A3S2		SHISAL1	FALSE	FALSE	85352	SHISAL1	Q3SXP7		TRUE	FALSE	FALSE	FALSE	1	0
A0A5F8A3T0		NKTR	FALSE	FALSE	4820	NKTR	P30414	3 - unspecific	FALSE	FALSE	FALSE	TRUE	1	1
A0A5F8A3T9		CD200	FALSE	FALSE	4345	CD200	P41217	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3	1
A0A5F8A3U2		AEBP1	FALSE	FALSE	165	AEBP1	Q8IUX7	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1	0
A0A5F8A3U3		OR2AE1	FALSE	TRUE	81392	OR2AE1	Q8NHA4		TRUE	FALSE	FALSE	TRUE	1	2
A0A5F8A3U6		PRSS21	FALSE	FALSE	10942	PRSS21	Q9Y6M0		TRUE	FALSE	FALSE	TRUE	1	1
A0A5F8A3V8		VPS13B	FALSE	FALSE	157680	VPS13B	Q7Z7G8		FALSE	TRUE	FALSE	FALSE	1	0
A0A5F8A3W2		MXRA8	FALSE	FALSE	54587	MXRA8	Q9BRK3	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3	1
A0A5F8A3W6		F2RL3	FALSE	FALSE	9002	F2RL3	Q96RI0	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
A0A5F8A3Y3		PTPRA	FALSE	FALSE	5786	PTPRA	P18433	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
A0A5F8A408		CACHD1	FALSE	FALSE	57685	CACHD1	Q5VU97	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
A0A5F8A418		CR2	FALSE	FALSE	1380	CR2	P20023	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3	1
A0A5F8A456		CDHR2	FALSE	TRUE	54825	CDHR2	Q9BYE9		TRUE	TRUE	FALSE	TRUE	2	2
A0A5F8A459		SCN4B	FALSE	FALSE	6330	SCN4B	Q8IWT1	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
A0A5F8A465		FLG2	FALSE	FALSE	388698	FLG2	Q5D862	3 - unspecific	FALSE	FALSE	FALSE	TRUE	1	1
A0A5F8A470		PLPPR1	FALSE	FALSE	54886	PLPPR1	Q8TBJ4		TRUE	FALSE	FALSE	TRUE	1	1
A0A5F8A477	709378	ENO1	FALSE	FALSE	2023	ENO1	P06733	1 - high confidence	FALSE	FALSE	TRUE	TRUE	2	1
A0A5F8A498		NRXN3	FALSE	FALSE	9369	NRXN3	Q9HDB5;Q9Y4C0		TRUE	FALSE	FALSE	TRUE	1	1
A0A5F8A4A1		MCAM	FALSE	FALSE	4162	MCAM	P43121	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	1
A0A5F8A4A6		SULF2	TRUE	FALSE	55959	SULF2	Q8IWU5	3 - unspecific	FALSE	TRUE	TRUE	TRUE	4	1
A0A5F8A4A9		CTSA	FALSE	FALSE	5476	CTSA	P10619	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
A0A5F8A4B0		CHST3	FALSE	FALSE	9469	CHST3	Q7LGC8	2 - putative	FALSE	FALSE	FALSE	FALSE	1	0
A0A5F8A4B1		ATRX	FALSE	FALSE	546	ATRX	P46100	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
A0A5F8A4B4		CFTR	FALSE	TRUE	1080	CFTR	P13569		FALSE	FALSE	TRUE	TRUE	1	2
A0A5F8A4E5		TENM3	FALSE	FALSE	55714	TENM3	Q9P273	2 - putative	TRUE	FALSE	FALSE	TRUE	2	1
A0A5F8A4F8		PBXIP1	FALSE	FALSE	57326	PBXIP1	Q96AQ6	2 - putative	FALSE	FALSE	FALSE	FALSE	1	0
A0A5F8A4G7		ADGRB2	FALSE	FALSE	576	ADGRB2	O60241		TRUE	FALSE	FALSE	TRUE	1	1
A0A5F8A4L8		EPHB3	FALSE	TRUE	2049	EPHB3	P54753	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
A0A5F8A4M1		PECAM1	FALSE	FALSE	5175	PECAM1	P16284	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3	1
A0A5F8A4M6		PARVB	FALSE	FALSE	29780	PARVB	Q9HBI1		FALSE	TRUE	FALSE	TRUE	1	1
A0A5F8A4P3		SGCE	FALSE	TRUE	8910	SGCE	O43556	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
A0A5F8A4P6		NRG1	FALSE	FALSE	3084	NRG1	Q02297		TRUE	FALSE	FALSE	TRUE	1	1
A0A5F8A4P8		TSPAN11	FALSE	FALSE	441631	TSPAN11	A1L157		TRUE	FALSE	FALSE	TRUE	1	1
A0A5F8A4Q4		OR8D4	FALSE	TRUE	338662	OR8D4	Q8NGM9		TRUE	FALSE	FALSE	TRUE	1	2
A0A5F8A4Q5		TOR1AIP1	FALSE	FALSE	26092	TOR1AIP1	Q5JTV8	2 - putative	FALSE	FALSE	FALSE	FALSE	1	0
A0A5F8A4R2		SLC17A1	FALSE	FALSE	6568	SLC17A1	Q14916		TRUE	FALSE	FALSE	TRUE	1	1
A0A5F8A4T3		STX4	FALSE	FALSE	6810	STX4	Q12846		FALSE	TRUE	TRUE	TRUE	2	1
A0A5F8A4T4		PTPRD	FALSE	FALSE	5789	PTPRD	P23468	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
A0A5F8A4U3		CES1	FALSE	FALSE	1066	CES1	P23141	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
A0A5F8A4V7		LRIG1	FALSE	FALSE	26018	LRIG1	Q96JA1		TRUE	FALSE	FALSE	TRUE	1	1
A0A5F8A4W9		MC3R	FALSE	TRUE	4159	MC3R	P41968		TRUE	FALSE	FALSE	TRUE	1	2
A0A5F8A4Z2		LYPD2	FALSE	FALSE	137797	LYPD2	Q6UXB3		TRUE	FALSE	FALSE	TRUE	1	1
A0A5F8A500		CAPN5	FALSE	FALSE	726	CAPN5	O15484		FALSE	FALSE	TRUE	FALSE	1	0
A0A5F8A530		GALNS	FALSE	FALSE	2588	GALNS	P34059	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
A0A5F8A543		PTPRC	FALSE	FALSE	5788	PTPRC	P08575	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	1
A0A5F8A547		RFNG	FALSE	FALSE	5986	RFNG	Q9Y644	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
A0A5F8A548		TENM4	FALSE	FALSE	26011	TENM4	Q6N022	2 - putative	TRUE	FALSE	FALSE	TRUE	2	1
A0A5F8A578		TAS2R20	FALSE	FALSE	259295	TAS2R20	P59543		TRUE	FALSE	FALSE	TRUE	1	1
A0A5F8A597		SHISA6	FALSE	FALSE	388336	SHISA6	Q6ZSJ9		TRUE	FALSE	FALSE	TRUE	1	1
A0A5F8A5A3		CDON	FALSE	TRUE	50937	CDON	Q4KMG0	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
A0A5F8A5A8		ADGRA2	FALSE	FALSE	25960	ADGRA2	Q96PE1	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3	1
A0A5F8A5B1		FSHR	FALSE	TRUE	2492	FSHR	P23945		TRUE	TRUE	FALSE	TRUE	2	2
A0A5F8A5B4		ANO6	FALSE	FALSE	196527	ANO6	Q4KMQ2	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3	1
A0A5F8A5C7		CX3CL1	FALSE	FALSE	6376	CX3CL1	P78423		TRUE	TRUE	TRUE	TRUE	3	1
A0A5F8A5G5		EGFL8	FALSE	FALSE	80864	EGFL8	Q99944		FALSE	FALSE	TRUE	FALSE	1	0
A0A5F8A5G8		GLMP	FALSE	FALSE	112770	GLMP	Q8WWB7	1 - high confidence	TRUE	FALSE	FALSE	FALSE	2	0
A0A5F8A5H2		HCAR1	FALSE	FALSE	27198	HCAR1	Q9BXC0		TRUE	FALSE	FALSE	TRUE	1	1
A0A5F8A5H8		ENOX1	TRUE	TRUE	55068	ENOX1	Q8TC92		FALSE	FALSE	TRUE	TRUE	2	2
A0A5F8A5I5		CRIM1	FALSE	FALSE	51232	CRIM1	Q9NZV1	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
A0A5F8A5J7		FAT1	FALSE	TRUE	2195	FAT1	Q14517	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3	2
A0A5F8A5K5		ADAM23	FALSE	FALSE	8745	ADAM23	O75077		TRUE	FALSE	FALSE	TRUE	1	1
A0A5F8A5L1	722520	TOR1A	FALSE	FALSE	1861	TOR1A	O14656		FALSE	TRUE	FALSE	FALSE	1	0
A0A5F8A5L3		COL6A5	FALSE	FALSE	256076	COL6A5	A8TX70	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1	0
A0A5F8A5M4		TMC7	FALSE	TRUE	79905	TMC7	Q7Z402	2 - putative	TRUE	FALSE	FALSE	TRUE	2	2
A0A5F8A5M6		NRG4	FALSE	FALSE	145957	NRG4	Q8WWG1		TRUE	FALSE	FALSE	TRUE	1	1
A0A5F8A5M9		PRRC2C	FALSE	FALSE	23215	PRRC2C	Q9Y520	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
A0A5F8A5P0		MFSD8	FALSE	FALSE	256471	MFSD8	Q8NHS3	2 - putative	TRUE	FALSE	FALSE	FALSE	2	0
A0A5F8A5R2		CYP3A4	FALSE	FALSE	1576	CYP3A4	P08684		FALSE	TRUE	FALSE	FALSE	1	0
A0A5F8A5T5		MYO18A	FALSE	FALSE	399687	MYO18A	Q92614		FALSE	FALSE	TRUE	FALSE	1	0
A0A5F8A5T9		FKTN	FALSE	FALSE	2218	FKTN	O75072	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
A0A5F8A5U0		CHL1	FALSE	TRUE	10752	CHL1	O00533	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
A0A5F8A5V1		OR51B5	FALSE	TRUE	282763	OR51B5	Q9H339		TRUE	FALSE	FALSE	TRUE	1	2
A0A5F8A5Y3	704160	VAMP7	FALSE	FALSE	6845	VAMP7	P51809		FALSE	TRUE	TRUE	TRUE	2	1
A0A5F8A5Z3		OR2L2	FALSE	TRUE	26246	OR2L2	Q8NH16		TRUE	FALSE	FALSE	TRUE	1	2
A0A5F8A613		CLCN3	FALSE	FALSE	1182	CLCN3	P51790		FALSE	TRUE	TRUE	TRUE	2	1
A0A5F8A628		TENM4	FALSE	FALSE	26011	TENM4	Q6N022	2 - putative	TRUE	FALSE	FALSE	TRUE	2	1
A0A5F8A630		ARSB	FALSE	FALSE	411	ARSB	P15848	3 - unspecific	FALSE	FALSE	TRUE	FALSE	2	0
A0A5F8A633		GLG1	FALSE	FALSE	2734	GLG1	Q92896	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1	1
A0A5F8A653		BPNT2	FALSE	FALSE	54928	BPNT2	Q9NX62	2 - putative	FALSE	FALSE	FALSE	FALSE	1	0
A0A5F8A697		MPP3	FALSE	FALSE	4356	MPP3	Q13368		FALSE	TRUE	FALSE	FALSE	1	0
A0A5F8A6G6		THBS2	FALSE	FALSE	7058	THBS2	P35442	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
A0A5F8A6G8		TTC17	FALSE	FALSE	55761	TTC17	Q96AE7	3 - unspecific	FALSE	FALSE	FALSE	TRUE	1	1
A0A5F8A6H9		GRIA4	FALSE	FALSE	2893	GRIA4	P48058		TRUE	FALSE	FALSE	TRUE	1	1
A0A5F8A6I7		CD37	FALSE	FALSE	951	CD37	P11049	2 - putative	TRUE	FALSE	FALSE	TRUE	2	1
A0A5F8A6K6		NKAIN1	FALSE	FALSE	79570	NKAIN1	Q4KMZ8		TRUE	FALSE	FALSE	TRUE	1	1
A0A5F8A6L1		TNFRSF14	FALSE	FALSE	8764	TNFRSF14	Q92956	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	1
A0A5F8A6L7		CD1B	FALSE	FALSE	910	CD1B	P29016	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3	1
A0A5F8A6L9		SLC43A1	FALSE	FALSE	8501	SLC43A1	O75387	2 - putative	TRUE	FALSE	FALSE	TRUE	2	1
A0A5F8A6M3		CLSTN3	FALSE	FALSE	9746	CLSTN3	Q9BQT9		TRUE	FALSE	TRUE	TRUE	2	1
A0A5F8A6M9		TAS2R39	FALSE	FALSE	259285	TAS2R39	P59534		TRUE	FALSE	FALSE	TRUE	1	1
A0A5F8A6N0		LRP12	FALSE	FALSE	29967	LRP12	Q9Y561	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
A0A5F8A6T8		SEL1L	FALSE	FALSE	6400	SEL1L	Q9UBV2	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1	0
A0A5F8A6T9		CD44	FALSE	FALSE	960	CD44	P16070	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	1
