Gene Name	UniProt	GeneID	CSPA category	Surfaceome	CRISPR	GO cell surface	GO plasma membrane	Num cell surface evidence
TRAF3	Q13114	7187		FALSE	FALSE	FALSE	TRUE	0
PRKAA1	Q13131	5562		FALSE	FALSE	FALSE	TRUE	0
BAMBI	Q13145	25805		TRUE	FALSE	FALSE	TRUE	1
PAK1	Q13153	5058		FALSE	FALSE	FALSE	TRUE	0
FADD	Q13158	8772		FALSE	FALSE	FALSE	TRUE	0
PAK2	Q13177	5062		FALSE	FALSE	FALSE	TRUE	0
SLC13A2	Q13183	9058		TRUE	FALSE	FALSE	TRUE	1
STX5	Q13190	6811		FALSE	TRUE	FALSE	FALSE	1
CBLB	Q13191	868		FALSE	FALSE	FALSE	TRUE	0
MMRN1	Q13201	22915	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
SEMA3B	Q13214	7869		FALSE	FALSE	FALSE	TRUE	0
GRIN2B	Q13224	2904		TRUE	TRUE	TRUE	TRUE	3
PRKG2	Q13237	5593		FALSE	FALSE	FALSE	TRUE	0
SLA	Q13239	6503		FALSE	FALSE	FALSE	TRUE	0
KLRD1	Q13241	3824		FALSE	TRUE	TRUE	TRUE	2
GRM1	Q13255	2911		TRUE	FALSE	FALSE	TRUE	1
PTGDR	Q13258	5729		TRUE	FALSE	FALSE	TRUE	1
IL15RA	Q13261	3601		TRUE	FALSE	TRUE	TRUE	2
SEMA3F	Q13275	6405		FALSE	FALSE	FALSE	TRUE	0
STX3	Q13277	6809		FALSE	TRUE	FALSE	TRUE	1
CLN3	Q13286	1201	2 - putative	TRUE	FALSE	FALSE	TRUE	2
SLAMF1	Q13291	6504	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
KCNAB2	Q13303	8514		FALSE	FALSE	FALSE	TRUE	0
GPR17	Q13304	2840		TRUE	FALSE	FALSE	TRUE	1
PTK7	Q13308	5754	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
CDK5R2	Q13319	8941		FALSE	FALSE	FALSE	TRUE	0
GRB10	Q13322	2887		FALSE	FALSE	FALSE	TRUE	0
CRHR2	Q13324	1395		TRUE	TRUE	FALSE	TRUE	2
IFIT5	Q13325	24138		FALSE	FALSE	FALSE	TRUE	0
SGCG	Q13326	6445		FALSE	FALSE	FALSE	TRUE	0
PTPRS	Q13332	5802	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
SLC14A1	Q13336	6563	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
ITGAD	Q13349	3681		TRUE	TRUE	TRUE	TRUE	3
PPIL2	Q13356	23759		FALSE	FALSE	FALSE	TRUE	0
MFAP5	Q13361	8076	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
AP3B2	Q13367	8120		FALSE	TRUE	FALSE	FALSE	1
MPP3	Q13368	4356		FALSE	TRUE	FALSE	FALSE	1
MAPK8IP2	Q13387	23542		FALSE	FALSE	FALSE	TRUE	0
PLD1	Q13393	5337		FALSE	FALSE	FALSE	TRUE	0
MYO7A	Q13402	4647		FALSE	FALSE	FALSE	TRUE	0
BTN1A1	Q13410	696		TRUE	FALSE	TRUE	TRUE	2
ILK	Q13418	3611		FALSE	FALSE	FALSE	TRUE	0
MSLN	Q13421	10232	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
SNTA1	Q13424	6640		FALSE	FALSE	FALSE	TRUE	0
SNTB2	Q13425	6645		FALSE	FALSE	FALSE	TRUE	0
SLC39A6	Q13433	25800	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
PDAP1	Q13442	11333		FALSE	FALSE	FALSE	TRUE	0
ADAM9	Q13443	8754	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
ADAM15	Q13444	8751	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
TMED1	Q13445	11018		FALSE	FALSE	FALSE	TRUE	0
LSAMP	Q13449	4045	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
TUSC3	Q13454	7991		FALSE	FALSE	FALSE	TRUE	0
ROCK1	Q13464	6093		FALSE	FALSE	FALSE	TRUE	0
FZD5	Q13467	7855		TRUE	TRUE	TRUE	TRUE	3
TNK1	Q13470	8711		FALSE	FALSE	FALSE	TRUE	0
DRP2	Q13474	1821		FALSE	FALSE	FALSE	TRUE	0
MADCAM1	Q13477	8174		FALSE	TRUE	FALSE	TRUE	1
IL18R1	Q13478	8809	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
TCIRG1	Q13488	10312		TRUE	FALSE	FALSE	TRUE	1
BIRC2	Q13490	329		FALSE	FALSE	FALSE	TRUE	0
GPM6B	Q13491	2824	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
PICALM	Q13492	8301		FALSE	FALSE	TRUE	TRUE	1
MTM1	Q13496	4534		FALSE	FALSE	FALSE	TRUE	0
TRPC3	Q13507	7222		FALSE	FALSE	FALSE	TRUE	0
ART3	Q13508	419		TRUE	FALSE	FALSE	TRUE	1
ASAH1	Q13510	427	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
BFSP2	Q13515	8419		FALSE	FALSE	FALSE	TRUE	0
PNOC	Q13519	5368		FALSE	FALSE	FALSE	TRUE	0
AQP6	Q13520	363		FALSE	FALSE	FALSE	TRUE	0
SERINC3	Q13530	10955		TRUE	FALSE	FALSE	TRUE	1
RIPK1	Q13546	8737		FALSE	FALSE	FALSE	TRUE	0
CAMK2D	Q13557	817		FALSE	FALSE	FALSE	TRUE	0
PKD2	Q13563	5311	2 - putative	TRUE	FALSE	FALSE	TRUE	2
NAE1	Q13564	8883		FALSE	FALSE	FALSE	TRUE	0
TDG	Q13569	6996		FALSE	FALSE	FALSE	TRUE	0
LAPTM5	Q13571	7805		FALSE	FALSE	FALSE	TRUE	0
ITPK1	Q13572	3705		FALSE	FALSE	FALSE	TRUE	0
DGKZ	Q13574	8525		FALSE	FALSE	FALSE	TRUE	0
IQGAP2	Q13576	10788		FALSE	FALSE	TRUE	TRUE	1
GPR50	Q13585	9248		TRUE	FALSE	FALSE	TRUE	1
STIM1	Q13586	6786	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
SEMA5A	Q13591	9037	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
OR5I1	Q13606	10798		TRUE	FALSE	FALSE	TRUE	1
OR2F1	Q13607	26211		TRUE	FALSE	FALSE	TRUE	1
MTMR1	Q13613	8776		FALSE	FALSE	FALSE	TRUE	0
MTMR2	Q13614	8898		FALSE	FALSE	FALSE	TRUE	0
SLC12A1	Q13621	6557		TRUE	FALSE	FALSE	TRUE	1
CDH18	Q13634	1016		TRUE	FALSE	TRUE	TRUE	2
PTCH1	Q13635	5727	2 - putative	TRUE	FALSE	FALSE	TRUE	2
RAB31	Q13636	11031		FALSE	FALSE	FALSE	TRUE	0
HTR4	Q13639	3360		TRUE	FALSE	FALSE	TRUE	1
TPBG	Q13641	7162	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
FHL1	Q13642	2273		FALSE	FALSE	FALSE	TRUE	0
IL10RA	Q13651	3587	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
RIN1	Q13671	9610		FALSE	FALSE	FALSE	TRUE	0
ITGA7	Q13683	3679	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
AAMP	Q13685	14		FALSE	TRUE	TRUE	TRUE	2
CACNA1S	Q13698	779		FALSE	TRUE	FALSE	TRUE	1
RAPSN	Q13702	5913		FALSE	FALSE	FALSE	TRUE	0
ACVR2B	Q13705	93	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3
ATP1A4	Q13733	480		TRUE	FALSE	FALSE	TRUE	1
ALCAM	Q13740	214	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
LAMB3	Q13751	3914	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
LAMC2	Q13753	3918	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
SHROOM2	Q13796	357		FALSE	FALSE	FALSE	TRUE	0
ITGA9	Q13797	3680	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3
ENPP2	Q13822	5168		FALSE	FALSE	FALSE	TRUE	0
PKP1	Q13835	5317		FALSE	FALSE	FALSE	TRUE	0
BMPR2	Q13873	659	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
PTK6	Q13882	5753		FALSE	FALSE	FALSE	TRUE	0
SNTB1	Q13884	6641		FALSE	FALSE	FALSE	TRUE	0
KLF9	Q13886	687		FALSE	FALSE	FALSE	TRUE	0
BYSL	Q13895	705		FALSE	TRUE	FALSE	FALSE	1
CACNA1C	Q13936	775		TRUE	TRUE	FALSE	TRUE	2
PDE6H	Q13956	5149		FALSE	FALSE	FALSE	TRUE	0
RASGRF1	Q13972	5923		FALSE	FALSE	FALSE	TRUE	0
PRKG1	Q13976	5592		FALSE	FALSE	FALSE	TRUE	0
CEACAM7	Q14002	1087		TRUE	FALSE	FALSE	TRUE	1
KCNC3	Q14003	3748		FALSE	FALSE	FALSE	TRUE	0
IL16	Q14005	3603		FALSE	FALSE	FALSE	TRUE	0
CKAP5	Q14008	9793		FALSE	FALSE	FALSE	TRUE	0
COTL1	Q14019	23406		FALSE	FALSE	FALSE	TRUE	0
CNGB1	Q14028	1258		FALSE	FALSE	FALSE	TRUE	0
RAB33A	Q14088	9363		FALSE	FALSE	FALSE	TRUE	0
SCARB2	Q14108	950	2 - putative	TRUE	TRUE	FALSE	TRUE	3
NID2	Q14112	22795	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1
LRP8	Q14114	7804		TRUE	FALSE	FALSE	TRUE	1
DAG1	Q14118	1605	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
DSG2	Q14126	1829	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
DGCR6	Q14129	8214		FALSE	TRUE	FALSE	FALSE	1
SEPTIN6	Q14141	23157		FALSE	FALSE	FALSE	TRUE	0
EFR3A	Q14156	23167		FALSE	FALSE	FALSE	TRUE	0
SCRIB	Q14160	23513		FALSE	FALSE	FALSE	TRUE	0
SCARF1	Q14162	8578		TRUE	FALSE	FALSE	TRUE	1
MLEC	Q14165	9761		FALSE	FALSE	FALSE	TRUE	0
MPP2	Q14168	4355		FALSE	TRUE	FALSE	TRUE	1
DOC2B	Q14184	8447		FALSE	FALSE	FALSE	TRUE	0
LY6D	Q14210	8581		TRUE	TRUE	TRUE	TRUE	3
EBI3	Q14213	10148		FALSE	FALSE	TRUE	TRUE	1
EIF2B1	Q14232	1967		FALSE	FALSE	FALSE	TRUE	0
SELPLG	Q14242	6404	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
MAP7	Q14244	9053		FALSE	FALSE	FALSE	TRUE	0
ADGRE1	Q14246	2015		TRUE	TRUE	TRUE	TRUE	3
CTTN	Q14247	2017		FALSE	FALSE	FALSE	TRUE	0
FLOT2	Q14254	2319		FALSE	TRUE	FALSE	TRUE	1
PTK2B	Q14289	2185		FALSE	FALSE	FALSE	TRUE	0
FGL2	Q14314	10875	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
FLNC	Q14315	2318		FALSE	FALSE	FALSE	TRUE	0
GPR18	Q14330	2841		TRUE	FALSE	FALSE	TRUE	1
FZD2	Q14332	2535		TRUE	FALSE	FALSE	TRUE	1
GNA13	Q14344	10672		FALSE	FALSE	FALSE	TRUE	0
GGTLC2	Q14390	91227		FALSE	TRUE	FALSE	FALSE	1
LRRC32	Q14392	2615	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
GRM2	Q14416	2912		TRUE	FALSE	FALSE	TRUE	1
GPR176	Q14439	11245	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
GRB14	Q14449	2888		FALSE	FALSE	FALSE	TRUE	0
GRB7	Q14451	2886		FALSE	FALSE	FALSE	TRUE	0
KCNJ12	Q14500	3768		TRUE	FALSE	FALSE	TRUE	1
NEDD9	Q14511	4739		FALSE	TRUE	FALSE	TRUE	1
FGFBP1	Q14512	9982		FALSE	TRUE	TRUE	TRUE	2
FAT1	Q14517	2195	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3
HABP2	Q14520	3026		FALSE	TRUE	FALSE	FALSE	1
SCN5A	Q14524	6331		TRUE	TRUE	TRUE	TRUE	3
SLC29A2	Q14542	3177	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
SEMA3A	Q14563	10371	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1
HSP90AA2P	Q14568			FALSE	FALSE	TRUE	TRUE	1
ITPR2	Q14571	3709		FALSE	FALSE	FALSE	TRUE	0
ITPR3	Q14573	3710	2 - putative	FALSE	FALSE	FALSE	TRUE	1
DSC3	Q14574	1825		TRUE	TRUE	FALSE	TRUE	2
IHH	Q14623	3549		FALSE	FALSE	FALSE	TRUE	0
ITIH4	Q14624	3700		FALSE	FALSE	FALSE	TRUE	0
IL11RA	Q14626	3590		TRUE	FALSE	TRUE	TRUE	2
IL13RA2	Q14627	3598	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
INPP5A	Q14642	3632		FALSE	FALSE	FALSE	TRUE	0
ITPR1	Q14643	3708	2 - putative	FALSE	FALSE	FALSE	TRUE	1
RASA3	Q14644	22821		FALSE	FALSE	FALSE	TRUE	0
KCNJ11	Q14654	3767		FALSE	FALSE	FALSE	TRUE	0
KANK1	Q14678	23189		FALSE	FALSE	FALSE	TRUE	0
MELK	Q14680	9833		FALSE	FALSE	FALSE	TRUE	0
DIP2A	Q14689	23181		FALSE	FALSE	TRUE	FALSE	1
MESD	Q14696	23184		FALSE	FALSE	FALSE	TRUE	0
RFTN1	Q14699	23180		FALSE	FALSE	FALSE	TRUE	0
SSPN	Q14714	8082		TRUE	TRUE	FALSE	TRUE	2
KCNB1	Q14721	3745		FALSE	FALSE	FALSE	TRUE	0
KCNAB1	Q14722	7881		FALSE	FALSE	FALSE	TRUE	0
MFSD10	Q14728	10227		FALSE	FALSE	FALSE	TRUE	0
PTPRCAP	Q14761	5790		FALSE	FALSE	FALSE	TRUE	0
LTBP1	Q14766	4052	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
ICAM4	Q14773	3386		TRUE	FALSE	FALSE	TRUE	1
CASP8	Q14790	841		FALSE	FALSE	FALSE	TRUE	0
FXYD3	Q14802	5349		FALSE	FALSE	FALSE	TRUE	0
GRM7	Q14831	2917		TRUE	FALSE	FALSE	TRUE	1
GRM3	Q14832	2913		TRUE	FALSE	FALSE	TRUE	1
GRM4	Q14833	2914		TRUE	FALSE	FALSE	TRUE	1
SLC17A1	Q14916	6568		TRUE	FALSE	FALSE	TRUE	1
SLC9A5	Q14940	6553		FALSE	FALSE	FALSE	TRUE	0
KIR3DS1	Q14943	3813		TRUE	FALSE	FALSE	TRUE	1
KIR2DS3	Q14952	3808		TRUE	FALSE	FALSE	TRUE	1
KIR2DS5	Q14953	3810		TRUE	FALSE	FALSE	TRUE	1
KIR2DS1	Q14954	3806	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
GPNMB	Q14956	10457	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
GRIN2C	Q14957	2905		TRUE	FALSE	FALSE	TRUE	1
RAB39A	Q14964	54734		FALSE	FALSE	FALSE	TRUE	0
SLC10A1	Q14973	6554		TRUE	FALSE	FALSE	TRUE	1
NUMA1	Q14980	4926		FALSE	FALSE	FALSE	TRUE	0
OPCML	Q14982	4978	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3
SLMAP	Q14BN4	7871		FALSE	FALSE	FALSE	TRUE	0
GAPVD1	Q14C86	26130		FALSE	FALSE	FALSE	TRUE	0
TMEM132D	Q14C87	121256		TRUE	FALSE	FALSE	FALSE	1
ARHGAP19	Q14CB8	84986		FALSE	FALSE	FALSE	TRUE	0
CLCA4	Q14CN2	22802		TRUE	FALSE	FALSE	TRUE	1
HEPACAM	Q14CZ8	220296	1 - high confidence	TRUE	FALSE	FALSE	FALSE	2
VEPH1	Q14D04	79674		FALSE	FALSE	FALSE	TRUE	0
TMEM132B	Q14DG7	114795	2 - putative	TRUE	FALSE	FALSE	FALSE	2
MORF4L2	Q15014	9643		FALSE	FALSE	FALSE	TRUE	0
SEPTIN2	Q15019	4735		FALSE	FALSE	FALSE	TRUE	0
JOSD1	Q15040	9929		FALSE	FALSE	FALSE	TRUE	0
SLC39A14	Q15043	23516	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
KARS1	Q15046	3735		FALSE	FALSE	FALSE	TRUE	0
MLC1	Q15049	23209		FALSE	FALSE	FALSE	TRUE	0
POSTN	Q15063	10631	1 - high confidence	FALSE	TRUE	FALSE	FALSE	2
EEA1	Q15075	8411		FALSE	FALSE	FALSE	TRUE	0
P2RY6	Q15077	5031		TRUE	FALSE	FALSE	TRUE	1
CDK5R1	Q15078	8851		FALSE	FALSE	FALSE	TRUE	0
NCF4	Q15080	4689		FALSE	FALSE	FALSE	TRUE	0
PDIA6	Q15084	10130		FALSE	FALSE	FALSE	TRUE	0
AGER	Q15109	177		TRUE	FALSE	TRUE	TRUE	2
PLCL1	Q15111	5334		FALSE	FALSE	FALSE	TRUE	0
PDCD1	Q15116	5133	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
PGM5	Q15124	5239		FALSE	FALSE	FALSE	TRUE	0
EBP	Q15125	10682		TRUE	FALSE	FALSE	TRUE	1
PRKD1	Q15139	5587		FALSE	FALSE	FALSE	TRUE	0
PLEC	Q15149	5339		FALSE	FALSE	FALSE	TRUE	0
PON2	Q15165	5445	3 - unspecific	FALSE	FALSE	FALSE	TRUE	1
NECTIN1	Q15223	5818	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
PTPRR	Q15256	5801		TRUE	TRUE	FALSE	TRUE	2
PTPRK	Q15262	5796	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
RAB35	Q15286	11021		FALSE	FALSE	FALSE	TRUE	0
RCN1	Q15293	5954	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
ERBB4	Q15303	2066		TRUE	FALSE	FALSE	TRUE	1
LLGL1	Q15334	3996		FALSE	FALSE	FALSE	TRUE	0
TTF1	Q15361	7270		FALSE	FALSE	FALSE	TRUE	0
PCBP2	Q15366	5094	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
EPHA7	Q15375	2045		TRUE	FALSE	FALSE	TRUE	1
RHEB	Q15382	6009		FALSE	FALSE	FALSE	TRUE	0
ANGPT1	Q15389	284	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1
MTFR1	Q15390	9650		FALSE	FALSE	FALSE	TRUE	0
P2RY14	Q15391	9934		TRUE	FALSE	FALSE	TRUE	1
TLR1	Q15399	7096	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
RYR3	Q15413	6263	2 - putative	FALSE	FALSE	FALSE	TRUE	1
SEC23A	Q15436	10484		FALSE	TRUE	FALSE	FALSE	1
CYTH1	Q15438	9267	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1
SHB	Q15464	6461		FALSE	FALSE	FALSE	TRUE	0
SHH	Q15465	6469		FALSE	TRUE	TRUE	TRUE	2
SPA17	Q15506	53340		FALSE	FALSE	TRUE	TRUE	1
CDSN	Q15517	1041	1 - high confidence	FALSE	TRUE	FALSE	TRUE	2
SURF2	Q15527	6835		FALSE	FALSE	FALSE	TRUE	0
MMD	Q15546	23531		FALSE	FALSE	FALSE	TRUE	0
TGFBI	Q15582	7045		FALSE	TRUE	FALSE	TRUE	1
SLC9A3R2	Q15599	9351		FALSE	FALSE	FALSE	TRUE	0
OR1Q1	Q15612	158131		TRUE	FALSE	FALSE	TRUE	1
OR4D1	Q15615	26689		TRUE	FALSE	FALSE	TRUE	1
OR8G1	Q15617	26494		TRUE	FALSE	FALSE	TRUE	1
OR1C1	Q15619	26188		TRUE	FALSE	FALSE	TRUE	1
OR8B8	Q15620	26493		TRUE	FALSE	FALSE	TRUE	1
OR7A5	Q15622	26659		TRUE	FALSE	FALSE	TRUE	1
TRADD	Q15628	8717		FALSE	FALSE	FALSE	TRUE	0
TRIP10	Q15642	9322		FALSE	FALSE	FALSE	TRUE	0
TRIP6	Q15654	7205		FALSE	FALSE	FALSE	TRUE	0
RHOH	Q15669	399		FALSE	FALSE	FALSE	TRUE	0
MAPRE1	Q15691	22919		FALSE	FALSE	FALSE	TRUE	0
ZNF174	Q15697	7727		FALSE	FALSE	FALSE	TRUE	0
DLG2	Q15700	1740		FALSE	FALSE	FALSE	TRUE	0
LTB4R	Q15722	1241	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
KISS1	Q15726	3814		FALSE	FALSE	FALSE	TRUE	0
INPP5J	Q15735	27124		FALSE	FALSE	FALSE	TRUE	0
GPR68	Q15743	8111		TRUE	FALSE	FALSE	TRUE	1
MYLK	Q15746	4638		FALSE	FALSE	FALSE	TRUE	0
SLC1A5	Q15758	6510	2 - putative	TRUE	FALSE	FALSE	TRUE	2
GPR19	Q15760	2842		TRUE	FALSE	FALSE	TRUE	1
NPY5R	Q15761	4889		TRUE	FALSE	FALSE	TRUE	1
CD226	Q15762	10666	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
EFNB3	Q15768	1949	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
NCOA1	Q15788	8648		FALSE	FALSE	FALSE	TRUE	0
MSMO1	Q15800	6307		FALSE	FALSE	FALSE	TRUE	0
ITSN1	Q15811	6453		FALSE	FALSE	FALSE	TRUE	0
NPTX1	Q15818	4884	3 - unspecific	FALSE	FALSE	FALSE	TRUE	1
CHRNA2	Q15822	1135		TRUE	FALSE	FALSE	TRUE	1
CHRNA6	Q15825	8973		TRUE	FALSE	FALSE	TRUE	1
CST6	Q15828	1474		FALSE	FALSE	FALSE	TRUE	0
STXBP2	Q15833	6813		FALSE	TRUE	FALSE	TRUE	1
VAMP3	Q15836	9341		FALSE	TRUE	TRUE	TRUE	2
KCNJ8	Q15842	3764		FALSE	FALSE	FALSE	TRUE	0
ADIPOQ	Q15848	9370		FALSE	FALSE	TRUE	FALSE	1
SLC14A2	Q15849	8170		TRUE	FALSE	FALSE	TRUE	1
SCN9A	Q15858	6335		TRUE	FALSE	FALSE	TRUE	1
CACNA1E	Q15878	777		FALSE	TRUE	FALSE	TRUE	1
ATP6AP1	Q15904	537	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1
ZYX	Q15942	7791		FALSE	TRUE	FALSE	FALSE	1
GRIK4	Q16099	2900		TRUE	FALSE	FALSE	TRUE	1
SEPTIN7	Q16181	989		FALSE	FALSE	FALSE	TRUE	0
ADRM1	Q16186	11047		FALSE	FALSE	FALSE	TRUE	0
ENOX2	Q16206	10495		FALSE	TRUE	TRUE	TRUE	2
UAP1	Q16222	6675		FALSE	FALSE	FALSE	TRUE	0
NFE2L2	Q16236	4780		FALSE	FALSE	FALSE	TRUE	0
CNGA2	Q16280	1260		FALSE	FALSE	FALSE	TRUE	0
CNGA3	Q16281	1261		FALSE	FALSE	FALSE	TRUE	0
NTRK3	Q16288	4916	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
KCNA10	Q16322	3744		FALSE	FALSE	FALSE	TRUE	0
SLC15A2	Q16348	6565	2 - putative	TRUE	FALSE	FALSE	TRUE	2
LAMA4	Q16363	3910	1 - high confidence	FALSE	TRUE	FALSE	FALSE	2
GABRA6	Q16445	2559		TRUE	FALSE	FALSE	TRUE	1
GRIK5	Q16478	2901		TRUE	FALSE	FALSE	TRUE	1
PKN1	Q16512	5585		FALSE	FALSE	FALSE	TRUE	0
PKN2	Q16513	5586		FALSE	FALSE	FALSE	TRUE	0
ASIC2	Q16515	40		FALSE	FALSE	FALSE	TRUE	0
RPE65	Q16518	6121		FALSE	FALSE	FALSE	TRUE	0
GPR162	Q16538	27239		TRUE	FALSE	FALSE	TRUE	1
IL17A	Q16552	3605		FALSE	TRUE	TRUE	TRUE	2
LY6E	Q16553	4061		TRUE	FALSE	FALSE	TRUE	1
DPYSL2	Q16555	1808		FALSE	FALSE	FALSE	TRUE	0
KCNMB1	Q16558	3779		TRUE	FALSE	FALSE	TRUE	1
SYPL1	Q16563	6856	2 - putative	TRUE	FALSE	FALSE	TRUE	2
ACKR1	Q16570	2532		TRUE	FALSE	FALSE	TRUE	1
SLC18A3	Q16572	6572		TRUE	FALSE	FALSE	TRUE	1
C3AR1	Q16581	719		TRUE	FALSE	FALSE	TRUE	1
SGCB	Q16585	6443	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
SGCA	Q16586	6442		TRUE	FALSE	FALSE	TRUE	1
CALCRL	Q16602	10203	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
NKG7	Q16617	4818		FALSE	FALSE	FALSE	TRUE	0
NTRK2	Q16620	4915	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3
STX1A	Q16623	6804		FALSE	TRUE	FALSE	TRUE	1
OCLN	Q16625	100506658		FALSE	FALSE	FALSE	TRUE	0
DBN1	Q16643	1627		FALSE	TRUE	FALSE	TRUE	1
PTGIS	Q16647	5740		FALSE	FALSE	FALSE	TRUE	0
PRSS8	Q16651	5652		TRUE	FALSE	FALSE	TRUE	1
MOG	Q16653	4340		TRUE	FALSE	TRUE	TRUE	2
MLANA	Q16655	2315		FALSE	FALSE	FALSE	TRUE	0
FSCN1	Q16658	6624		FALSE	FALSE	FALSE	TRUE	0
AMHR2	Q16671	269		TRUE	FALSE	FALSE	TRUE	1
MAN2A1	Q16706	4124	2 - putative	FALSE	FALSE	FALSE	FALSE	1
ATP2B3	Q16720	492		TRUE	FALSE	FALSE	TRUE	1
DGKD	Q16760	8527		FALSE	FALSE	FALSE	TRUE	0
LAMA3	Q16787	3909	1 - high confidence	FALSE	TRUE	FALSE	FALSE	2
CA9	Q16790	768		FALSE	FALSE	FALSE	TRUE	0
MEP1A	Q16819	4224		TRUE	FALSE	FALSE	TRUE	1
MEP1B	Q16820	4225		TRUE	FALSE	FALSE	TRUE	1
PTPRO	Q16827	5800		TRUE	FALSE	FALSE	TRUE	1
DDR2	Q16832	4921	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
PTPRN	Q16849	5798		TRUE	FALSE	FALSE	TRUE	1
CYP51A1	Q16850	1595		FALSE	FALSE	FALSE	TRUE	0
AOC3	Q16853	8639	3 - unspecific	TRUE	TRUE	TRUE	TRUE	4
UGT8	Q16880	7368	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
FAM187B	Q17R55	148109		TRUE	FALSE	FALSE	FALSE	1
ARHGAP44	Q17R89	9912		FALSE	FALSE	FALSE	TRUE	0
SYT16	Q17RD7	83851		FALSE	TRUE	FALSE	FALSE	1
LY6K	Q17RY6	54742	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
DOK7	Q18PE1	285489		FALSE	FALSE	FALSE	TRUE	0
ECSCR	Q19T08	641700		TRUE	FALSE	FALSE	TRUE	1
SLC5A12	Q1EHB4	159963		TRUE	FALSE	FALSE	TRUE	1
DUOXA1	Q1HG43	90527		TRUE	FALSE	FALSE	TRUE	1
DUOXA2	Q1HG44	405753		FALSE	FALSE	FALSE	TRUE	0
INSC	Q1MX18	387755		FALSE	FALSE	FALSE	TRUE	0
TMEM132A	Q24JP5	54972	1 - high confidence	TRUE	FALSE	FALSE	FALSE	2
MICB	Q29980	4277	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
MICA	Q29983	100507436	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
PDS5A	Q29RF7	23244		FALSE	FALSE	FALSE	TRUE	0
CLEC12B	Q2HXU8	387837		TRUE	FALSE	TRUE	TRUE	2
LRRC26	Q2I0M4	389816		FALSE	FALSE	FALSE	TRUE	0
GSG1	Q2KHT4	83445		TRUE	FALSE	FALSE	TRUE	1
