Gene Name	UniProt	GeneID	GO cell surface	GO plasma membrane	GeneID - human	Gene Name - human	UniProt - human	CSPA category	Surfaceome	CRISPR	GO cell surface - human	GO plasma membrane - human	Num cell surface evidence	Num plasma membrane evidence
TMEM235	A0A1D5QK30;A0A5F7ZDU4		FALSE	TRUE	283999	TMEM235	A6NFC5		TRUE	FALSE	FALSE	TRUE	1	2
BMPR1B	A0A1D5QK37;F7HJS7		FALSE	TRUE	658	BMPR1B	O00238		FALSE	FALSE	FALSE	TRUE	0	2
RAF1	A0A1D5QK38;A0A1D5R9U8;A0A5F7ZR25		FALSE	TRUE	5894	RAF1	P04049		FALSE	FALSE	FALSE	TRUE	0	2
SLC5A9	A0A1D5QK47;F6T0X3;F6T130		FALSE	TRUE	200010	SLC5A9	Q2M3M2		TRUE	FALSE	FALSE	TRUE	1	2
CHMP2B	A0A1D5QKG9		FALSE	TRUE		CHMP2B			FALSE	FALSE	FALSE	FALSE	0	1
EXOC4	A0A1D5QKH6;A0A5F8AS99;G7MME5	712458	FALSE	TRUE	60412	EXOC4	Q96A65		FALSE	FALSE	FALSE	TRUE	0	2
SLC9A3	A0A1D5QKK1;F7GVI0	708641	FALSE	TRUE	6550	SLC9A3	P48764		TRUE	TRUE	TRUE	TRUE	3	2
SLC22A18	A0A1D5QKM4;A0A5F7Z7Z9;A0A5F7Z8F1;F7C2A2;I2CX39		FALSE	TRUE	5002	SLC22A18	Q96BI1		FALSE	FALSE	FALSE	TRUE	0	2
EPHA4	A0A1D5QL11;A0A5K1V1M6		FALSE	TRUE	2043	EPHA4	P54764	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3	2
ITGA7	A0A1D5QL76;A0A1D5R9N4;F6X6S0		FALSE	TRUE	3679	ITGA7	Q13683	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	2
CDH19	A0A1D5QLF4		TRUE	TRUE	28513	CDH19	Q9H159	1 - high confidence	TRUE	FALSE	TRUE	TRUE	4	2
TSPAN19	A0A1D5QLG0		FALSE	TRUE	144448	TSPAN19	P0C672		FALSE	FALSE	FALSE	TRUE	0	2
PICK1	A0A1D5QLH0;F7HN39		FALSE	TRUE	9463	PICK1	Q9NRD5		FALSE	FALSE	FALSE	TRUE	0	2
CHRND	A0A1D5QLL6;F7H3A4		FALSE	TRUE	1144	CHRND	Q07001		TRUE	FALSE	FALSE	TRUE	1	2
RAB17	A0A1D5QLM8;F7HB42		FALSE	TRUE	64284	RAB17	Q9H0T7		FALSE	FALSE	FALSE	TRUE	0	2
ESYT2	A0A1D5QLN6;A0A5F7Z7L5;A0A5F7ZF15;F6Z5L0		FALSE	TRUE	57488	ESYT2	A0FGR8		FALSE	TRUE	FALSE	TRUE	1	2
AGRN	A0A1D5QLN8;A0A1D5QUS1;A0A5F7ZTX4;A0A5F7ZUP2;A0A5F7ZZT7;F7G642		FALSE	TRUE	375790	AGRN	O00468	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1	2
CSPG4	A0A1D5QLW1;F7GL19		FALSE	TRUE	1464	CSPG4	Q6UVK1	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	2
BCAP29	A0A1D5QLW2;A0A1D5QRG9;F7HK98		FALSE	TRUE	55973	BCAP29	Q9UHQ4		FALSE	FALSE	FALSE	TRUE	0	2
GSN	A0A1D5QLX1;F7HP21		FALSE	TRUE	2934	GSN	P06396		FALSE	FALSE	FALSE	TRUE	0	2
IL6	A0A1D5QM02;A0A1D5R9U6;P51494		FALSE	TRUE	3569	IL6	P05231		FALSE	TRUE	FALSE	TRUE	1	2
CCNY	A0A1D5QM78;A0A1D5R6C0;A0A5F7ZS90;F7HHK7		FALSE	TRUE	219771	CCNY	Q8ND76		FALSE	FALSE	FALSE	TRUE	0	2
PLXNB1	A0A1D5QMB8		FALSE	TRUE	5364	PLXNB1	O43157	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
IGSF9	A0A1D5QMF6;F6RKG8;F6RKH6		FALSE	TRUE	57549	IGSF9	Q9P2J2		TRUE	FALSE	FALSE	TRUE	1	2
TCAF1	A0A1D5QMI5;F7DCA7	705151	FALSE	TRUE	9747	TCAF1	Q9Y4C2		FALSE	FALSE	FALSE	TRUE	0	2
CYTH1	A0A1D5QMQ3;F6XL81;H9G1V0		FALSE	TRUE	9267	CYTH1	Q15438	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1	2
ADCY3	A0A1D5QMQ7;A0A1D5RBV1;F7AC65		FALSE	TRUE	109	ADCY3	O60266	2 - putative	TRUE	FALSE	FALSE	TRUE	2	2
TRPA1	A0A1D5QMT1		FALSE	TRUE	8989	TRPA1	O75762		FALSE	FALSE	FALSE	TRUE	0	2
CACNG6	A0A1D5QMT6;F7A9V5		FALSE	TRUE	59285	CACNG6	Q9BXT2	2 - putative	TRUE	FALSE	FALSE	TRUE	2	2
TENM3	A0A1D5QMW9;A0A5F7ZKW6;A0A5F7ZU96;A0A5F8A4E5;F7EFX8		FALSE	TRUE	55714	TENM3	Q9P273	2 - putative	TRUE	FALSE	FALSE	TRUE	2	2
KCNK2	A0A1D5QMX8;F7CHV4;F7GUQ1	708705	FALSE	TRUE	3776	KCNK2	O95069		FALSE	FALSE	TRUE	TRUE	1	2
TRBV19	A0A1D5QMZ3		FALSE	TRUE		TRBV19	A0A075B6N1		FALSE	FALSE	FALSE	TRUE	0	2
TRPC6	A0A1D5QN47		FALSE	TRUE	7225	TRPC6	Q9Y210	2 - putative	FALSE	FALSE	FALSE	TRUE	1	2
TTC7A	A0A1D5QN74;A0A1D5QV57;A0A1D5R8G6;A0A5F8ADX0;F7EL53;F7EL58		FALSE	TRUE	57217	TTC7A	Q9ULT0		FALSE	FALSE	FALSE	TRUE	0	2
LOC705993	A0A1D5QNA1		FALSE	TRUE		LOC705993			FALSE	FALSE	FALSE	FALSE	0	1
EVC	A0A1D5QNC5;A0A1D5RCX9;F7HNC6		FALSE	TRUE	2121	EVC	P57679		FALSE	FALSE	FALSE	TRUE	0	2
KCNAB2	A0A1D5QNG6;F7GD90;F7GDA0		FALSE	TRUE	8514	KCNAB2	Q13303		FALSE	FALSE	FALSE	TRUE	0	2
DCC	A0A1D5QNJ3;A0A5F7ZD58;A0A5F8ARA9;F6RRI0		FALSE	TRUE	1630	DCC	P43146		TRUE	FALSE	FALSE	TRUE	1	2
TFR2	A0A1D5QNJ6;A0A5F7ZDW0;F7GZU4		TRUE	TRUE	7036	TFR2	Q9UP52		FALSE	FALSE	TRUE	TRUE	2	2
OR10K2	A0A1D5QNK0		FALSE	TRUE	391107	OR10K2	Q6IF99		TRUE	FALSE	FALSE	TRUE	1	2
ATP6V1B2	A0A1D5QNN5		FALSE	TRUE	526	ATP6V1B2	P21281		FALSE	FALSE	FALSE	TRUE	0	2
ANK2	A0A1D5QNP6;A0A1D5R2H3;F7F8N0;F7F8N7;F7H4E0;F7H4E2;F7H4E3;F7H4E5;F7H4E6;F7H4E8		FALSE	TRUE	287	ANK2	Q01484		FALSE	FALSE	FALSE	TRUE	0	2
ORAI1	A0A1D5QNU6		FALSE	TRUE	84876	ORAI1	Q96D31		FALSE	FALSE	FALSE	TRUE	0	2
TEC	A0A1D5QNV8;A0A5F7ZHT0;A0A5F8ADV8;A0A5F8AEY7;F7ADK1;F7ADL9		FALSE	TRUE	7006	TEC	P42680		FALSE	FALSE	FALSE	TRUE	0	2
ANK3	A0A1D5QP09;A0A1D5QSJ7;A0A1D5R3G3;A0A5F7ZIN6;F7EBU2;F7EBU8;F7EBV3;F7EMN9;F7EMQ6;F7EMR3		FALSE	TRUE	288	ANK3	Q12955		FALSE	TRUE	TRUE	TRUE	2	2
EPHB2	A0A1D5QP34;A0A1D5QQX8;F7DM27		FALSE	TRUE	2048	EPHB2	P29323	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
ITGB7	A0A1D5QPD0;F7BW06		TRUE	TRUE	3695	ITGB7	P26010	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
TMC8	A0A1D5QPG8;A0A5F7ZLG3;F7HKQ0		FALSE	TRUE	147138	TMC8	Q8IU68		FALSE	FALSE	FALSE	TRUE	0	2
ASPH	A0A1D5QPK7;A0A1D5QZ88;A0A5F7ZK05;A0A5F8AFG9;F6TBT1;F6TBW1;F6WQN7		FALSE	TRUE	444	ASPH	Q12797	2 - putative	FALSE	FALSE	FALSE	TRUE	1	2
FLNC	A0A1D5QPK8;F7GZ13		FALSE	TRUE	2318	FLNC	Q14315		FALSE	FALSE	FALSE	TRUE	0	2
LOC697921	A0A1D5QPR9		FALSE	TRUE		LOC697921			FALSE	FALSE	FALSE	FALSE	0	1
THSD7B	A0A1D5QPV9		FALSE	TRUE	80731	THSD7B	Q9C0I4		TRUE	FALSE	FALSE	TRUE	1	2
KIRREL3	A0A1D5QQ78;A0A1D5QUJ4		FALSE	TRUE	84623	KIRREL3	Q8IZU9		TRUE	FALSE	FALSE	TRUE	1	2
MYO1H	A0A1D5QQ88		FALSE	TRUE		MYO1H			FALSE	FALSE	FALSE	FALSE	0	1
GGT5	A0A1D5QQA3;A0A5F7ZWI1;H9H482		FALSE	TRUE	2687	GGT5	P36269	3 - unspecific	FALSE	TRUE	FALSE	TRUE	2	2
SYTL5	A0A1D5QQD6;F6ZFS2		FALSE	TRUE	94122	SYTL5	Q8TDW5		FALSE	FALSE	FALSE	TRUE	0	2
KEL	A0A1D5QQH2;F7HPX7		FALSE	TRUE	3792	KEL	P23276		TRUE	FALSE	FALSE	TRUE	1	2
ABHD17A	A0A1D5QQH4		FALSE	TRUE	81926	ABHD17A	Q96GS6		FALSE	FALSE	FALSE	TRUE	0	2
GSG1	A0A1D5QQH8;F6UPS9;F6UQ30;F6UQ41		FALSE	TRUE	83445	GSG1	Q2KHT4		TRUE	FALSE	FALSE	TRUE	1	2
GRAMD1B	A0A1D5QQJ0;A0A1D5R357		FALSE	TRUE	57476	GRAMD1B	Q3KR37		TRUE	FALSE	FALSE	TRUE	1	2
CASP10	A0A1D5QQR1		FALSE	TRUE	843	CASP10	Q92851		FALSE	FALSE	FALSE	TRUE	0	2
NRAS	A0A1D5QQS3	709089	FALSE	TRUE	4893	NRAS	P01111		FALSE	FALSE	FALSE	TRUE	0	2
CACNA1D	A0A1D5QQU5;A0A5F7ZQT6;A0A5F8AGL2;F6SIY2;F6SQ28;G7ML23		FALSE	TRUE	776	CACNA1D	Q01668		FALSE	TRUE	FALSE	TRUE	1	2
ACP3	A0A1D5QQZ0;A0A5F8ATL5;F7FVP6		FALSE	TRUE	55	ACP3	P15309		FALSE	FALSE	FALSE	TRUE	0	2
EXOC1L	A0A1D5QQZ4		FALSE	TRUE		EXOC1L	A0A1B0GW35		FALSE	FALSE	FALSE	TRUE	0	2
PLCE1	A0A1D5QRN1;F7GTK3;F7GTK6		FALSE	TRUE	51196	PLCE1	Q9P212		FALSE	FALSE	FALSE	TRUE	0	2
GRIN3B	A0A1D5QRR0		FALSE	TRUE	116444	GRIN3B	O60391		TRUE	FALSE	FALSE	TRUE	1	2
OR6Q1	A0A1D5QRT6		FALSE	TRUE	219952	OR6Q1	Q8NGQ2		TRUE	FALSE	FALSE	TRUE	1	2
PKN1	A0A1D5QRX5;A0A1D5R8U8;F6QXA0;F6TQT6		FALSE	TRUE	5585	PKN1	Q16512		FALSE	FALSE	FALSE	TRUE	0	2
MPP7	A0A1D5QS22;A0A1D5R0W7;F7BEM4;F7HD20		FALSE	TRUE	143098	MPP7	Q5T2T1		FALSE	FALSE	FALSE	TRUE	0	2
PPP6R3	A0A1D5QS86;A0A1D5QT84;A0A1D5R688;F7CJT4;F7GJX9;F7GJY2;G7NBV2		FALSE	TRUE	55291	PPP6R3	Q5H9R7		FALSE	FALSE	FALSE	TRUE	0	2
RGS9	A0A1D5QS95;A0A5F7ZDU9;A0A5F8AKB3;F7GAS9		FALSE	TRUE	8787	RGS9	O75916		FALSE	FALSE	FALSE	TRUE	0	2
CHRNA7	A0A1D5QSB2		FALSE	TRUE		CHRNA7	P36544		TRUE	FALSE	FALSE	TRUE	1	2
PTPN22	A0A1D5QSG6;A0A1D5QXD0;A0A1D5QZT5;A0A5F7ZEC9;F7H1I7;F7H1J1;F7H7M6		FALSE	TRUE	26191	PTPN22	Q9Y2R2		FALSE	FALSE	FALSE	TRUE	0	2
CARMIL2	A0A1D5QSG7		FALSE	TRUE	146206	CARMIL2	Q6F5E8		FALSE	FALSE	FALSE	TRUE	0	2
PMS2	A0A1D5QSH2;F7DP36;F7E6J2		FALSE	TRUE	5395	PMS2	P54278		FALSE	FALSE	FALSE	TRUE	0	2
WDR1	A0A1D5QSK0;A0A5K1VT58		FALSE	TRUE	9948	WDR1	O75083		FALSE	FALSE	FALSE	TRUE	0	2
PTCH1	A0A1D5QSK7;A0A5F7ZF16;A0A5F8AIV9;F6WGC6;F7H770;F7H772		FALSE	TRUE	5727	PTCH1	Q13635	2 - putative	TRUE	FALSE	FALSE	TRUE	2	2
ATP8B1	A0A1D5QSM3;A0A5F7ZNZ0;A0A5F8AR20;F7FSN1		FALSE	TRUE	5205	ATP8B1	O43520		FALSE	FALSE	FALSE	TRUE	0	2
CACNB1	A0A1D5QSN7;A0A5F8A5J5;A0A5F8AIF3;F7A9P7		FALSE	TRUE	782	CACNB1	Q02641		FALSE	FALSE	FALSE	TRUE	0	2
ALDH3A1	A0A1D5QSR3;A0A5F8ADD6		FALSE	TRUE	218	ALDH3A1	P30838		FALSE	FALSE	FALSE	TRUE	0	2
CLNS1A	A0A1D5QSS3;F6YKF9;G7NEE5		FALSE	TRUE	1207	CLNS1A	P54105		FALSE	FALSE	FALSE	TRUE	0	2
RASA1	A0A1D5QSU8;A0A1D5RAH9;F7DNM3		FALSE	TRUE	5921	RASA1	P20936		FALSE	TRUE	FALSE	TRUE	1	2
ABCG1	A0A1D5QT15;A0A1D5RFV5;F7EKB7;F7EKC3	100423477	TRUE	TRUE	9619	ABCG1	P45844		FALSE	TRUE	TRUE	TRUE	3	2
HLA-DRA	A0A1D5QT43		FALSE	TRUE	3122	HLA-DRA	P01903	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3	2
ATP1A3	A0A1D5QT51;A0A1D5R702		FALSE	TRUE	478	ATP1A3	P13637	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
KCNQ3	A0A1D5QT85		FALSE	TRUE	3786	KCNQ3	O43525		FALSE	FALSE	TRUE	TRUE	1	2
CDH24	A0A1D5QTC3;F6RAF1		FALSE	TRUE	64403	CDH24	Q86UP0		TRUE	FALSE	TRUE	TRUE	2	2
SYT17	A0A1D5QTG3;A0A1D5R6Q1		FALSE	TRUE	51760	SYT17	Q9BSW7		FALSE	TRUE	FALSE	TRUE	1	2
ULBP3	A0A1D5QTG9;A0A1D5R722;A0A5F7Z9I8;A0A5F7ZU80;A0A5F7ZVH8		TRUE	TRUE	79465	ULBP3	Q9BZM4	1 - high confidence	TRUE	FALSE	TRUE	TRUE	4	2
SLC20A1	A0A1D5QTK3;A0A5F8AHR6		FALSE	TRUE	6574	SLC20A1	Q8WUM9		FALSE	FALSE	FALSE	TRUE	0	2
SGCG	A0A1D5QTL6;A0A5F8AHQ6;F7BP98		FALSE	TRUE	6445	SGCG	Q13326		FALSE	FALSE	FALSE	TRUE	0	2
SORCS3	A0A1D5QTR1;A0A5F7ZPP6;F6QFA6		FALSE	TRUE	22986	SORCS3	Q9UPU3		TRUE	FALSE	FALSE	TRUE	1	2
ERMAP	A0A1D5QTX6;A0A5F7ZM14;F7EA94		TRUE	TRUE	114625	ERMAP	Q96PL5		TRUE	FALSE	TRUE	TRUE	3	2
CPNE4	A0A1D5QTY2;F7FKI4;G7MJS2	719231	FALSE	TRUE	131034	CPNE4	Q96A23		FALSE	FALSE	FALSE	TRUE	0	2
EDNRB	A0A1D5QTY3		FALSE	TRUE	1910	EDNRB	P24530		TRUE	FALSE	FALSE	TRUE	1	2
NMT1	A0A1D5QTZ0;A0A1D5R4Y9;F7GU86		FALSE	TRUE	4836	NMT1	P30419		FALSE	FALSE	FALSE	TRUE	0	2
KLRF2	A0A1D5QU51;A0A5F7ZIG7		FALSE	TRUE	100431172	KLRF2	D3W0D1		TRUE	FALSE	FALSE	TRUE	1	2
STX1B	A0A1D5QU88;F7DNS6		FALSE	TRUE	112755	STX1B	P61266		FALSE	TRUE	FALSE	TRUE	1	2
LANCL1	A0A1D5QU99		FALSE	TRUE	10314	LANCL1	O43813		FALSE	FALSE	FALSE	TRUE	0	2
ATP8B3	A0A1D5QUF3		FALSE	TRUE	148229	ATP8B3	O60423		FALSE	FALSE	FALSE	TRUE	0	2
TGFBR1	A0A1D5QUK7;F7BNR8		TRUE	TRUE	7046	TGFBR1	P36897		TRUE	FALSE	TRUE	TRUE	3	2
ATP1A1	A0A1D5QUS6		FALSE	TRUE	476	ATP1A1	P05023	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
EPHB4	A0A1D5QUS8;A0A1D5R737;A0A5F7ZIQ6		FALSE	TRUE	2050	EPHB4	P54760	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3	2
TMPRSS5	A0A1D5QV05;A0A1D5QXW2;F6XTX2		FALSE	TRUE	80975	TMPRSS5	Q9H3S3	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
MAGI2	A0A1D5QV36;F7GGB7;F7GGD1	693359	FALSE	TRUE	9863	MAGI2	Q86UL8		FALSE	FALSE	FALSE	TRUE	0	2
CD22	A0A1D5QV53;A0A5F7ZI40;A0A5F8A9A7;A0A5F8AEU2;A0A5F8ALZ1;F6W458;F6W485;F6WAA5		FALSE	TRUE	933	CD22	P20273	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	2
MYO1C	A0A1D5QV71;A0A1D5QXQ2;A0A1D5R5A5;F7BZA5;H9Z082		FALSE	TRUE	4641	MYO1C	O00159		FALSE	FALSE	FALSE	TRUE	0	2
LOC697527	A0A1D5QV90;A0A5F7ZAM8;A0A5F7ZS08;A0A5F7ZU31;A0A5F8AKV3;F6R4T4;F6R4U3;F6R4Y7;F6S110		TRUE	TRUE		LOC697527			FALSE	FALSE	FALSE	FALSE	1	1
EPN3	A0A1D5QVD6;F7H9Q1		FALSE	TRUE	55040	EPN3	Q9H201		FALSE	FALSE	FALSE	TRUE	0	2
OR1K1	A0A1D5QVG6		FALSE	TRUE	392392	OR1K1	Q8NGR3		TRUE	FALSE	FALSE	TRUE	1	2
CPNE8	A0A1D5QVL9;F7GFI9		FALSE	TRUE	144402	CPNE8	Q86YQ8		FALSE	FALSE	FALSE	TRUE	0	2
ITGAM	A0A1D5QVS1		TRUE	TRUE	3684	ITGAM	P11215	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
LYN	A0A1D5QVT2		FALSE	TRUE	4067	LYN	P07948		FALSE	FALSE	FALSE	TRUE	0	2
RHCG	A0A1D5QVW0;F7GSV2		FALSE	TRUE	51458	RHCG	Q9UBD6		TRUE	FALSE	FALSE	TRUE	1	2
BSG	A0A1D5QVY3;A0A1D5RCL8;A0A5F7Z7B4;A0A5F8ABL1;A0A5F8ANL3;A0A5F8AUS2;F6Y3S7		FALSE	TRUE	682	BSG	P35613	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
NRCAM	A0A1D5QVZ4;F6V7H4;F6VM98;F7HMF3;F7HMJ5;F7HMJ8		FALSE	TRUE	4897	NRCAM	Q92823	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	2
TAPBPL	A0A1D5QW48;A0A5F8AHL8;A0A5F8ASC6;F7BYS2		TRUE	TRUE	55080	TAPBPL	Q9BX59		FALSE	FALSE	FALSE	TRUE	1	2
FRMD8	A0A1D5QW92;F7FB33;F7FB45		FALSE	TRUE	83786	FRMD8	Q9BZ67		FALSE	FALSE	FALSE	TRUE	0	2
FGA	A0A1D5QWA9;F6UZ60;P68110		TRUE	TRUE	2243	FGA	P02671	1 - high confidence	FALSE	TRUE	TRUE	TRUE	4	2
CD53	A0A1D5QWC8;A0A5F8ABF6;F6Q2I0		FALSE	TRUE	963	CD53	P19397	2 - putative	TRUE	TRUE	TRUE	TRUE	4	2
TMEM131L	A0A1D5QWE0;A0A1D5R5A8;A0A5F7ZGW7;A0A5F8AQ21;F7CDB8;F7EGI4;F7EK39	100430285	FALSE	TRUE	23240	TMEM131L	A2VDJ0	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
SLC9C1	A0A1D5QWL3;A0A5F7ZMH4;F6XSS5;F6XSU5;F6XSY7;F7GPF1		FALSE	TRUE	285335	SLC9C1	Q4G0N8		FALSE	FALSE	FALSE	TRUE	0	2
ADGRE2	A0A1D5QWX1;A0A1D5RED9;A0A5F7ZAB6;A0A5F8A8D4;F6TBZ2;F6YLD2		FALSE	TRUE	30817	ADGRE2	Q9UHX3	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
CBARP	A0A1D5QX20;A0A1D5R1R8;F6QJ88		FALSE	TRUE	255057	CBARP	Q8N350		FALSE	FALSE	FALSE	TRUE	0	2
TRIM4	A0A1D5QX36;F6YWX6		FALSE	TRUE	89122	TRIM4	Q9C037		FALSE	FALSE	FALSE	TRUE	0	2
SLCO2B1	A0A1D5QX53;F6ZKF1;F7A755;F7E5T7;F7E939;G7NEC5		FALSE	TRUE	11309	SLCO2B1	O94956		TRUE	FALSE	FALSE	TRUE	1	2
LDLR	A0A1D5QX54;A0A1D5RIY9;F6QF89;F6QFM0		TRUE	TRUE	3949	LDLR	P01130	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
TTC7B	A0A1D5QX92;A0A5F7ZG53;A0A5F8APK6;F6RZM6;F6YUK1;F6YUL0		FALSE	TRUE	145567	TTC7B	Q86TV6		FALSE	FALSE	FALSE	TRUE	0	2
SNX9	A0A1D5QX94;A0A5F7ZW05;A0A5F8A107;F7DMQ2;F7DMR9		FALSE	TRUE	51429	SNX9	Q9Y5X1		FALSE	FALSE	FALSE	TRUE	0	2
OR6C74	A0A1D5QX98		FALSE	TRUE	254783	OR6C74	A6NCV1		TRUE	FALSE	FALSE	TRUE	1	2
TRBV6-1	A0A1D5QXD4		FALSE	TRUE		TRBV6-1	A0A0K0K1D8		FALSE	FALSE	FALSE	TRUE	0	2
HTR3D	A0A1D5QXE5		FALSE	TRUE	200909	HTR3D	Q70Z44		TRUE	FALSE	FALSE	TRUE	1	2
GABRG2	A0A1D5QXJ2;A0A5F8AB84;F7A3C9		FALSE	TRUE	2566	GABRG2	P18507		TRUE	FALSE	FALSE	TRUE	1	2
TSPEAR	A0A1D5QXK7;F6Y942		TRUE	TRUE	54084	TSPEAR	Q8WU66		FALSE	FALSE	TRUE	TRUE	2	2
MADD	A0A1D5QXM1;A0A1D5QZY2;A0A1D5RCB9;A0A5F8ANX9;F6T6D0;F6T6E0;F6T727;I2CXT5		FALSE	TRUE	8567	MADD	Q8WXG6		FALSE	FALSE	FALSE	TRUE	0	2
ADCY4	A0A1D5QXM7;F6PIU2;F6PIV7		FALSE	TRUE	196883	ADCY4	Q8NFM4		FALSE	FALSE	FALSE	TRUE	0	2
ABCC4	A0A1D5QXX8;A0A5F7ZKQ8;A0A5F8AIN8;F7ENH5;F7H179		FALSE	TRUE	10257	ABCC4	O15439	2 - putative	TRUE	FALSE	TRUE	TRUE	3	2
SIGLEC11	A0A1D5QY24;F6ZN86		FALSE	TRUE	114132	SIGLEC11	Q96RL6		TRUE	TRUE	TRUE	TRUE	3	2
FCGRT	A0A1D5QY75;A0A5F8AEY3;F7DS92		TRUE	TRUE	2217	FCGRT	P55899	1 - high confidence	TRUE	FALSE	TRUE	TRUE	4	2
APBA3	A0A1D5QY82;F6YCI6		FALSE	TRUE	9546	APBA3	O96018		FALSE	FALSE	FALSE	TRUE	0	2
ITIH4	A0A1D5QYD0;F7GAF7;F7GAG4;F7HL85		FALSE	TRUE	3700	ITIH4	Q14624		FALSE	FALSE	FALSE	TRUE	0	2
MTSS2	A0A1D5QYL3;A0A5F8A388;F6U0I0;F6U108		FALSE	TRUE	92154	MTSS2	Q765P7		FALSE	FALSE	FALSE	TRUE	0	2
MERTK	A0A1D5QYP2;F6T7N0		FALSE	TRUE	10461	MERTK	Q12866	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
SLCO1C1	A0A1D5QYP5;F7HBN9		FALSE	TRUE	53919	SLCO1C1	Q9NYB5		TRUE	FALSE	FALSE	TRUE	1	2
ERBIN	A0A1D5QYP9;A0A5F7ZYL0;F7CEY3;F7CEZ1;F7GX59		FALSE	TRUE	55914	ERBIN	Q96RT1		FALSE	FALSE	FALSE	TRUE	0	2
DSG1	A0A1D5QYQ0;F7GSK8		FALSE	TRUE	1828	DSG1	Q02413		TRUE	FALSE	FALSE	TRUE	1	2
AKAP9	A0A1D5QYQ2;A0A5F7ZMK0;A0A5F7ZUJ5;A0A5F8A9L8;F6UU45;F7BZE0;F7BZE8;F7BZU7;F7BZV7;F7BZW6		FALSE	TRUE	10142	AKAP9	Q99996		FALSE	FALSE	FALSE	TRUE	0	2
EPHA2	A0A1D5QYU6;A0A5F8AQ28;F7E018		FALSE	TRUE	1969	EPHA2	P29317	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3	2
ERBB2	A0A1D5QYY4;A0A5F7ZIA6;F7D6W7		FALSE	TRUE	2064	ERBB2	P04626	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
MET	A0A1D5QZ12;A0A1D5RB36;A0A5F8A7A5;F7H1K4		FALSE	TRUE	4233	MET	P08581	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3	2
C8B	A0A1D5QZ18		FALSE	TRUE	732	C8B	P07358		FALSE	FALSE	FALSE	TRUE	0	2
LIN7C	A0A1D5QZ46;F7DL15		FALSE	TRUE	55327	LIN7C	Q9NUP9		FALSE	FALSE	FALSE	TRUE	0	2
CSF1R	A0A1D5QZE0;A0A5F8AB69;F6TNL5;F7BTH9		TRUE	TRUE	1436	CSF1R	P07333		TRUE	TRUE	TRUE	TRUE	4	2
PIK3C2A	A0A1D5QZF9;F6Y9J9		FALSE	TRUE	5286	PIK3C2A	O00443		FALSE	FALSE	FALSE	TRUE	0	2
VWC2	A0A1D5QZI0;A0A5F8AJD4		FALSE	TRUE	375567	VWC2	Q2TAL6		FALSE	FALSE	FALSE	TRUE	0	2
HOMER2	A0A1D5QZK0;A0A1D5R8V3;A0A1D5RL65;A0A5F7Z891;A0A5F7ZN37;A0A5F8AFM9;A0A5F8AHT6;F7H931		FALSE	TRUE	9455	HOMER2	Q9NSB8		FALSE	FALSE	FALSE	TRUE	0	2
RAB11FIP3	A0A1D5QZV8;F6Y8N1		FALSE	TRUE	9727	RAB11FIP3	O75154		FALSE	FALSE	FALSE	TRUE	0	2
APLP1	A0A1D5QZV9		FALSE	TRUE	333	APLP1	P51693	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
CD3G	A0A1D5QZW3;F6WI35		TRUE	TRUE	917	CD3G	P09693	1 - high confidence	TRUE	FALSE	TRUE	TRUE	4	2
GCGR	A0A1D5QZY8		FALSE	TRUE	2642	GCGR	P47871		TRUE	FALSE	FALSE	TRUE	1	2
EPB41	A0A1D5R026;A0A1D5RGK7;A0A5F7ZIH7;A0A5F7ZPS6;A0A5F8AA47;F6W853;F6W871;F6WE39;F6WE59;F6WEM9		FALSE	TRUE	2035	EPB41	P11171		FALSE	FALSE	FALSE	TRUE	0	2
SSTR5	A0A1D5R040		FALSE	TRUE	6755	SSTR5	P35346		TRUE	FALSE	FALSE	TRUE	1	2
LAT	A0A1D5R072;A0A1D5RI21;F7EUV8		FALSE	TRUE	27040	LAT	O43561		FALSE	FALSE	FALSE	TRUE	0	2
