Entry	Status	Protein names	Gene names  (primary )	Gene names	Annotation	Keywords	Gene ontology (cellular component)
A0A1U7Q457	unreviewed	Sodium/potassium-transporting ATPase subunit beta	Atp1b2	Atp1b2	5 out of 5	Ion transport;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	apical plasma membrane [GO:0016324]; astrocyte end-foot [GO:0097450]; cell [GO:0005623]; cell body membrane [GO:0044298]; cell projection membrane [GO:0031253]; cytoplasm [GO:0005737]; external side of plasma membrane [GO:0009897]; lateral plasma membrane [GO:0016328]; neuron to neuron synapse [GO:0098984]; photoreceptor inner segment [GO:0001917]; sodium:potassium-exchanging ATPase complex [GO:0005890]
A0A1U7R2Q3	unreviewed	A disintegrin and metalloproteinase with thrombospondin motifs 15	Adamts15	Adamts15	2 out of 5	Disulfide bond;Integrin;Reference proteome;Signal	cell surface [GO:0009986]; collagen-containing extracellular matrix [GO:0062023]; extracellular space [GO:0005615]
A0A1U7QPM6	unreviewed	signaling lymphocytic activation molecule	Slamf1	Slamf1	2 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]
A0A1U7R0W9	unreviewed	Fibroblast growth factor (FGF)	Fgf22	Fgf22	2 out of 5	Growth factor;Reference proteome;Signal	cell surface [GO:0009986]; extracellular region [GO:0005576]; Golgi apparatus [GO:0005794]; nucleolus [GO:0005730]
A0A1U7QSP3	unreviewed	cytochrome P450 2W1	LOC101830183	LOC101830183	2 out of 5	Heme;Iron;Metal-binding;Monooxygenase;Oxidoreductase;Reference proteome	cell surface [GO:0009986]; endoplasmic reticulum lumen [GO:0005788]
A0A1U7Q9M3	unreviewed	fibroblast growth factor-binding protein 1	Fgfbp1	Fgfbp1	2 out of 5	Reference proteome;Signal	cell surface [GO:0009986]; extracellular region [GO:0005576]
A0A3Q0CWL4	unreviewed	V-set domain-containing T-cell activation inhibitor 1	Vtcn1	Vtcn1	2 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
A0A3Q0D064	unreviewed	disintegrin and metalloproteinase domain-containing protein 2	Adam2	Adam2	2 out of 5	Disulfide bond;EGF-like domain;Integrin;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]; protein-containing complex [GO:0032991]
A0A1U7QBR2	unreviewed	Anion exchange protein	Slc4a3	Slc4a3	2 out of 5	Coiled coil;Ion transport;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	cell [GO:0005623]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
A0A1U7R6S4	unreviewed	scavenger receptor class B member 1 isoform X1	Scarb1	Scarb1	5 out of 5	Disulfide bond;Membrane;Receptor;Reference proteome;Transmembrane;Transmembrane helix	caveola [GO:0005901]; cell surface [GO:0009986]; cytoplasm [GO:0005737]; integral component of plasma membrane [GO:0005887]; intracellular membrane-bounded organelle [GO:0043231]
A0A1U7Q7J9	unreviewed	integrin alpha-V isoform X1	Itgav	Itgav	5 out of 5	Cell adhesion;Integrin;Membrane;Receptor;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	alphav-beta3 integrin-HMGB1 complex [GO:0035868]; alphav-beta3 integrin-IGF-1-IGF1R complex [GO:0035867]; cytosol [GO:0005829]; external side of plasma membrane [GO:0009897]; filopodium membrane [GO:0031527]; focal adhesion [GO:0005925]; integrin alphav-beta3 complex [GO:0034683]; integrin alphav-beta5 complex [GO:0034684]; integrin alphav-beta6 complex [GO:0034685]; integrin alphav-beta8 complex [GO:0034686]; lamellipodium membrane [GO:0031258]; microvillus membrane [GO:0031528]; ruffle membrane [GO:0032587]
A0A1U7R901	unreviewed	glutamate receptor ionotropic, NMDA 1 isoform X1	Grin1	Grin1	5 out of 5	Cell junction;Cell membrane;Ion channel;Ion transport;Ligand-gated ion channel;Membrane;Postsynaptic cell membrane;Receptor;Reference proteome;Signal;Synapse;Transmembrane;Transmembrane helix;Transport	cell [GO:0005623]; cell surface [GO:0009986]; dendritic spine [GO:0043197]; endoplasmic reticulum [GO:0005783]; glutamatergic synapse [GO:0098978]; integral component of postsynaptic density membrane [GO:0099061]; NMDA selective glutamate receptor complex [GO:0017146]; synaptic vesicle [GO:0008021]
A0A1U7QEX0	unreviewed	reticulon-4 receptor	Rtn4r	Rtn4r	3 out of 5	Receptor;Reference proteome;Signal	anchored component of external side of plasma membrane [GO:0031362]; axonal growth cone [GO:0044295]; dendritic shaft [GO:0043198]; endoplasmic reticulum [GO:0005783]; integral component of plasma membrane [GO:0005887]; neuronal cell body [GO:0043025]
A0A1U7QLJ0	unreviewed	prominin-2	Prom2	Prom2	2 out of 5	Coiled coil;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	cell projection [GO:0042995]; cell surface [GO:0009986]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; prominosome [GO:0071914]
A0A1U7RDB8	unreviewed	cleft lip and palate transmembrane protein 1	Clptm1	Clptm1	1 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
A0A1U8C2H0	unreviewed	ecto-NOX disulfide-thiol exchanger 2 isoform X2	Enox2	Enox2	1 out of 5	Coiled coil;RNA-binding;Reference proteome	external side of plasma membrane [GO:0009897]
A0A1U7QRP4	unreviewed	transferrin receptor protein 1	Tfrc	Tfrc	4 out of 5	Membrane;Receptor;Reference proteome;Transmembrane;Transmembrane helix	basolateral plasma membrane [GO:0016323]; cell [GO:0005623]; clathrin-coated pit [GO:0005905]; early endosome [GO:0005769]; endosome membrane [GO:0010008]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; HFE-transferrin receptor complex [GO:1990712]; integral component of plasma membrane [GO:0005887]; perinuclear region of cytoplasm [GO:0048471]; recycling endosome [GO:0055037]
A0A1U7QBJ3	unreviewed	disintegrin and metalloproteinase domain-containing protein 10	Adam10	Adam10	5 out of 5	Disulfide bond;Integrin;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; glutamatergic synapse [GO:0098978]; Golgi apparatus [GO:0005794]; Golgi-associated vesicle [GO:0005798]; nucleus [GO:0005634]; perinuclear endoplasmic reticulum [GO:0097038]; pore complex [GO:0046930]; postsynaptic density [GO:0014069]; synaptic membrane [GO:0097060]; tetraspanin-enriched microdomain [GO:0097197]
A0A1U7QAR4	unreviewed	canalicular multispecific organic anion transporter 1	Abcc2	Abcc2	2 out of 5	ATP-binding;Membrane;Nucleotide-binding;Reference proteome;Transmembrane;Transmembrane helix	apical plasma membrane [GO:0016324]; cell surface [GO:0009986]; integral component of plasma membrane [GO:0005887]; intercellular canaliculus [GO:0046581]
A0A1U8C2W4	unreviewed	Clusterin	Clu	Clu	5 out of 5	Chaperone;Reference proteome;Secreted;Signal	apical dendrite [GO:0097440]; cell periphery [GO:0071944]; cell surface [GO:0009986]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; mitochondrial inner membrane [GO:0005743]; neurofibrillary tangle [GO:0097418]; nucleus [GO:0005634]; perinuclear endoplasmic reticulum lumen [GO:0099020]; spherical high-density lipoprotein particle [GO:0034366]; synapse [GO:0045202]
A0A1U7QRG9	unreviewed	cadherin-13 isoform X1	Cdh13	Cdh13	4 out of 5	Calcium;Membrane;Reference proteome;Repeat;Signal	caveola [GO:0005901]; cytoplasm [GO:0005737]; external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]; neuron projection [GO:0043005]
A0A3Q0DCU7	unreviewed	alpha-(1,3)-fucosyltransferase 4	Fut4	Fut4	2 out of 5	Glycosyltransferase;Golgi apparatus;Membrane;Reference proteome;Transferase;Transmembrane;Transmembrane helix	cell periphery [GO:0071944]; cell surface [GO:0009986]; Golgi cisterna membrane [GO:0032580]; integral component of membrane [GO:0016021]; trans-Golgi network [GO:0005802]
A0A1U8BL34	unreviewed	monocyte differentiation antigen CD14	Cd14	Cd14	3 out of 5	Reference proteome;Signal	anchored component of external side of plasma membrane [GO:0031362]; Golgi apparatus [GO:0005794]; lipopolysaccharide receptor complex [GO:0046696]; membrane raft [GO:0045121]
A0A1U7RB40	unreviewed	tumor necrosis factor receptor superfamily member 5 isoform X2	Cd40	Cd40	4 out of 5	Disulfide bond;Membrane;Receptor;Reference proteome;Signal;Transmembrane;Transmembrane helix	CD40 receptor complex [GO:0035631]; cell [GO:0005623]; external side of plasma membrane [GO:0009897]; intracellular membrane-bounded organelle [GO:0043231]
A0A1U7Q6L9	unreviewed	disintegrin and metalloproteinase domain-containing protein 8 isoform X1	Adam8	Adam8	5 out of 5	Disulfide bond;EGF-like domain;Integrin;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	alpha9-beta1 integrin-ADAM8 complex [GO:0071133]; alpha9-beta1 integrin-vascular cell adhesion molecule-1 complex [GO:0071065]; cell surface [GO:0009986]; dense core granule membrane [GO:0032127]; integral component of plasma membrane [GO:0005887]; phagolysosome [GO:0032010]; podosome [GO:0002102]; specific granule [GO:0042581]; tertiary granule [GO:0070820]
A0A1U8C7T7	unreviewed	Protein RER1	Rer1	Rer1	2 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; integral component of Golgi membrane [GO:0030173]; plasma membrane [GO:0005886]
A0A1U7RGM3	unreviewed	rano class II histocompatibility antigen, A beta chain-like	LOC101834868	LOC101834868	3 out of 5	Disulfide bond;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	early endosome [GO:0005769]; external side of plasma membrane [GO:0009897]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; MHC class II protein complex [GO:0042613]; multivesicular body [GO:0005771]
A0A1U7QJU7	unreviewed	transmembrane protein 102	Tmem102	Tmem102	2 out of 5	Membrane;Reference proteome;Transmembrane	cell surface [GO:0009986]; integral component of membrane [GO:0016021]; mitochondrion [GO:0005739]; protein-containing complex [GO:0032991]
A0A1U8CIQ9	unreviewed	neurogenic locus notch homolog protein 2	Notch2	Notch2	5 out of 5	ANK repeat;Calcium;Disulfide bond;EGF-like domain;Membrane;Metal-binding;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; cilium [GO:0005929]; integral component of plasma membrane [GO:0005887]; nucleoplasm [GO:0005654]; receptor complex [GO:0043235]
A0A1U7Q4S5	unreviewed	B-lymphocyte antigen CD20 isoform X1	Ms4a1	Ms4a1	2 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	cell [GO:0005623]; external side of plasma membrane [GO:0009897]; integral component of plasma membrane [GO:0005887]; nucleoplasm [GO:0005654]; plasma membrane raft [GO:0044853]
A0A1U7QM54	unreviewed	Tetraspanin	Upk1a	Upk1a	2 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	apical plasma membrane urothelial plaque [GO:0120001]; cell surface [GO:0009986]
A0A3Q0D620	unreviewed	tumor necrosis factor receptor superfamily member 9 isoform X2	Tnfrsf9	Tnfrsf9	2 out of 5	Disulfide bond;Membrane;Receptor;Reference proteome;Signal;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
Q8BH36	unreviewed	B7-1 (T-lymphocyte activation antigen CD80 isoform X1) (T-lymphocyte activation antigen CD80 precursor)	B7-1a	B7-1a B7-1b Cd80	2 out of 5	Disulfide bond;Immunoglobulin domain;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
A0A1U7QX06	unreviewed	Flotillin	Flot1	Flot1	5 out of 5	Coiled coil;Membrane;Reference proteome	adherens junction [GO:0005912]; basolateral plasma membrane [GO:0016323]; cell-cell contact zone [GO:0044291]; centriolar satellite [GO:0034451]; COP9 signalosome [GO:0008180]; cortical actin cytoskeleton [GO:0030864]; dopaminergic synapse [GO:0098691]; early endosome [GO:0005769]; external side of plasma membrane [GO:0009897]; flotillin complex [GO:0016600]; lamellipodium [GO:0030027]; sarcolemma [GO:0042383]; uropod [GO:0001931]
A0A1U7Q6J3	unreviewed	Tetraspanin	Cd151	Cd151	2 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	basement membrane [GO:0005604]; cell surface [GO:0009986]; integral component of membrane [GO:0016021]
A0A1U8CMX0	unreviewed	lysophosphatidic acid receptor 1 isoform X1	Lpar1	Lpar1 Lpa1	3 out of 5	G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix	cell [GO:0005623]; cell surface [GO:0009986]; endocytic vesicle [GO:0030139]; endosome [GO:0005768]; integral component of plasma membrane [GO:0005887]
A0A1U7QT11	unreviewed	trem-like transcript 2 protein isoform X1	Treml2	Treml2	2 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]
Q5TLD6	unreviewed	Lipoprotein lipase (LPL) (EC 3.1.1.34)	LPL	LPL Lpl	5 out of 5	Calcium;Cell membrane;Chylomicron;Disulfide bond;Heparin-binding;Hydrolase;Lipid degradation;Lipid metabolism;Lipoprotein;Membrane;Metal-binding;Nitration;Reference proteome;Secreted;Signal;VLDL	cell surface [GO:0009986]; chylomicron [GO:0042627]; plasma membrane [GO:0005886]; very-low-density lipoprotein particle [GO:0034361]
A0A1U8C9S7	unreviewed	TGF-beta receptor type-2 (TGFR-2) (EC 2.7.11.30) (TGF-beta type II receptor) (Transforming growth factor-beta receptor type II)	Tgfbr2	Tgfbr2	5 out of 5	ATP-binding;Apoptosis;Cell membrane;Differentiation;Disulfide bond;Growth regulation;Kinase;Magnesium;Manganese;Membrane;Metal-binding;Nucleotide-binding;Receptor;Reference proteome;Serine/threonine-protein kinase;Signal;Transferase;Transmembrane;Transmembrane helix	caveola [GO:0005901]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]; receptor complex [GO:0043235]
A0A1U8BUL8	unreviewed	SPARC	Sparc	Sparc	2 out of 5	Reference proteome;Signal	cell surface [GO:0009986]; collagen-containing extracellular matrix [GO:0062023]; extracellular space [GO:0005615]; nuclear matrix [GO:0016363]; platelet alpha granule membrane [GO:0031092]
A0A1U7R3Z2	unreviewed	beta-1,4-galactosyltransferase 1	B4galt1	B4galt1	3 out of 5	Glycosyltransferase;Reference proteome;Transferase	basolateral plasma membrane [GO:0016323]; brush border membrane [GO:0031526]; desmosome [GO:0030057]; external side of plasma membrane [GO:0009897]; Golgi trans cisterna [GO:0000138]
A0A1U8BZP5	unreviewed	Scavenger receptor class A member 5	Scara5	Scara5 SCARA5	3 out of 5	Cell membrane;Coiled coil;Disulfide bond;Ion transport;Iron;Iron transport;Membrane;Receptor;Reference proteome;Signal-anchor;Transmembrane;Transmembrane helix;Transport	cell [GO:0005623]; cell surface [GO:0009986]; integral component of plasma membrane [GO:0005887]
A0A1U7QI07	unreviewed	angiopoietin-related protein 3	Angptl3	Angptl3	3 out of 5	Coiled coil;Reference proteome;Signal	cell surface [GO:0009986]; early endosome [GO:0005769]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]
A0A1U8CZQ6	unreviewed	plexin-B3 isoform X2	Plxnb3	Plxnb3	3 out of 5	Coiled coil;Disulfide bond;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]
A0A1U7QZW6	unreviewed	glutamate receptor ionotropic, NMDA 2A	Grin2a	Grin2a	4 out of 5	Cell junction;Cell membrane;Ion channel;Ion transport;Ligand-gated ion channel;Membrane;Postsynaptic cell membrane;Receptor;Reference proteome;Signal;Synapse;Transmembrane;Transmembrane helix;Transport	cell [GO:0005623]; cell surface [GO:0009986]; endoplasmic reticulum [GO:0005783]; glutamatergic synapse [GO:0098978]; integral component of postsynaptic density membrane [GO:0099061]; neuron projection [GO:0043005]; NMDA selective glutamate receptor complex [GO:0017146]; presynaptic membrane [GO:0042734]; synaptic vesicle [GO:0008021]
A0A1U7R259	unreviewed	tumor necrosis factor receptor superfamily member 1A	Tnfrsf1a	Tnfrsf1a	4 out of 5	Disulfide bond;Membrane;Receptor;Reference proteome;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; extracellular space [GO:0005615]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; membrane raft [GO:0045121]; receptor complex [GO:0043235]
A0A3Q0CCZ0	unreviewed	C-type lectin domain family 5 member A isoform X2	Clec5a	Clec5a	2 out of 5	Lectin;Membrane;Reference proteome;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; cytosol [GO:0005829]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7Q696	unreviewed	cytotoxic T-lymphocyte protein 4 isoform X1	Ctla4	Ctla4	2 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	clathrin-coated endocytic vesicle [GO:0045334]; external side of plasma membrane [GO:0009897]; Golgi apparatus [GO:0005794]; integral component of plasma membrane [GO:0005887]; perinuclear region of cytoplasm [GO:0048471]; protein complex involved in cell adhesion [GO:0098636]
A0A1U7R406	unreviewed	norrin	Ndp	Ndp	2 out of 5	Disulfide bond;Reference proteome;Secreted	cell surface [GO:0009986]; collagen-containing extracellular matrix [GO:0062023]; extracellular space [GO:0005615]
A0A1U7Q315	unreviewed	thrombospondin-1 isoform X1	Thbs1	Thbs1	5 out of 5	Calcium;Coiled coil;Disulfide bond;EGF-like domain;Reference proteome;Repeat;Signal	external side of plasma membrane [GO:0009897]; extracellular matrix [GO:0031012]; fibrinogen complex [GO:0005577]; platelet alpha granule [GO:0031091]
A0A1U7QB56	unreviewed	Chloride channel protein	Clcn3	Clcn3	3 out of 5	CBS domain;Chloride;Ion transport;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	cell [GO:0005623]; early endosome [GO:0005769]; external side of plasma membrane [GO:0009897]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; late endosome [GO:0005770]; phagocytic vesicle [GO:0045335]; specific granule [GO:0042581]; synaptic vesicle [GO:0008021]; vesicle membrane [GO:0012506]
A0A1U7QTB8	unreviewed	cadherin-5	Cdh5	Cdh5	5 out of 5	Calcium;Cell adhesion;Cell membrane;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	adherens junction [GO:0005912]; bicellular tight junction [GO:0005923]; cell [GO:0005623]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]; nuclear membrane [GO:0031965]; nucleoplasm [GO:0005654]
A0A1U7QZU3	unreviewed	CD40 ligand (CD40-L) (Tumor necrosis factor ligand superfamily member 5)	Cd40lg	Cd40lg	4 out of 5	Cytokine;Disulfide bond;Membrane;Reference proteome;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]
A0A1U7Q413	unreviewed	Protein Wnt	Wnt1	Wnt1	5 out of 5	Developmental protein;Disulfide bond;Extracellular matrix;Reference proteome;Secreted;Signal;Wnt signaling pathway	cell surface [GO:0009986]; cytoplasm [GO:0005737]; extracellular region [GO:0005576]
A0A1U7QTA1	unreviewed	Angiotensin-converting enzyme (EC 3.4.-.-)	Ace2	Ace2	4 out of 5	Carboxypeptidase;Glycoprotein;Hydrolase;Membrane;Metal-binding;Metalloprotease;Protease;Reference proteome;Signal;Transmembrane;Transmembrane helix;Zinc	brush border membrane [GO:0031526]; cell surface [GO:0009986]; cytoplasm [GO:0005737]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]
A0A1U7QVB1	unreviewed	tumor necrosis factor receptor superfamily member 12A	Tnfrsf12a	Tnfrsf12a	2 out of 5	Membrane;Receptor;Reference proteome;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; ruffle [GO:0001726]
A0A1U7Q646	unreviewed	cadherin-2	Cdh2	Cdh2	5 out of 5	Calcium;Cell adhesion;Cell membrane;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	adherens junction [GO:0005912]; apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; catenin complex [GO:0016342]; cell surface [GO:0009986]; cortical actin cytoskeleton [GO:0030864]; fascia adherens [GO:0005916]; integral component of plasma membrane [GO:0005887]; lamellipodium [GO:0030027]; plasma membrane raft [GO:0044853]; postsynaptic density [GO:0014069]; sarcolemma [GO:0042383]
A0A1U8CMS3	unreviewed	tumor necrosis factor receptor superfamily member 5 isoform X1	Cd40	Cd40	2 out of 5	Disulfide bond;Membrane;Receptor;Reference proteome;Signal;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
A0A1U7Q9P5	unreviewed	Aquaporin	Aqp11	Aqp11	3 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	cell [GO:0005623]; cell surface [GO:0009986]; endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]
A0A1U7Q8M9	unreviewed	glutamate receptor 1 isoform X2	Gria1	Gria1	3 out of 5	Cell junction;Cell membrane;Ion channel;Ion transport;Ligand-gated ion channel;Membrane;Postsynaptic cell membrane;Receptor;Reference proteome;Signal;Synapse;Transmembrane;Transmembrane helix;Transport	AMPA glutamate receptor complex [GO:0032281]; axonal spine [GO:0044308]; cell surface [GO:0009986]; dendritic spine membrane [GO:0032591]; endoplasmic reticulum [GO:0005783]; excitatory synapse [GO:0060076]; glutamatergic synapse [GO:0098978]; integral component of postsynaptic density membrane [GO:0099061]; neuronal cell body [GO:0043025]; recycling endosome [GO:0055037]; synaptic vesicle [GO:0008021]
A0A3Q0CEP6	unreviewed	Extracellular sulfatase (EC 3.1.6.-)	Sulf1	Sulf1	4 out of 5	Calcium;Coiled coil;Endoplasmic reticulum;Golgi apparatus;Hydrolase;Metal-binding;Reference proteome;Signal	cell surface [GO:0009986]; endoplasmic reticulum [GO:0005783]; extracellular space [GO:0005615]; Golgi stack [GO:0005795]
A0A1U7RFD8	unreviewed	vesicle-associated membrane protein 7	Vamp7	Vamp7	3 out of 5	Coiled coil;Membrane;Reference proteome;Transmembrane;Transmembrane helix	apical part of cell [GO:0045177]; azurophil granule membrane [GO:0035577]; cell surface [GO:0009986]; integral component of membrane [GO:0016021]; lamellipodium [GO:0030027]; neuron projection [GO:0043005]; perinuclear region of cytoplasm [GO:0048471]; phagocytic vesicle [GO:0045335]; plasma membrane [GO:0005886]; platelet alpha granule [GO:0031091]; pseudopodium [GO:0031143]; SNARE complex [GO:0031201]; trans-Golgi network [GO:0005802]; transport vesicle [GO:0030133]
A0A1U7QBA5	unreviewed	Amine oxidase (EC 1.4.3.-)	LOC101827582	LOC101827582	3 out of 5	Copper;Metal-binding;Oxidoreductase;Reference proteome;TPQ	cell surface [GO:0009986]; early endosome [GO:0005769]; endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; microvillus [GO:0005902]; plasma membrane [GO:0005886]
A0A1U7QM63	unreviewed	hematopoietic cell signal transducer	Hcst	Hcst	2 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]
A0A1U7Q5U0	unreviewed	C-C chemokine receptor type 10	Ccr10	Ccr10	2 out of 5	G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix	cell [GO:0005623]; cell surface [GO:0009986]; endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]
A0A1U7QCT3	unreviewed	Anthrax toxin receptor	Antxr1	Antxr1	4 out of 5	Coiled coil;Disulfide bond;Membrane;Metal-binding;Receptor;Reference proteome;Signal;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; filopodium membrane [GO:0031527]; integral component of membrane [GO:0016021]; lamellipodium membrane [GO:0031258]
A0A3Q0CW09	unreviewed	leucine-rich repeat and fibronectin type-III domain-containing protein 5 isoform X1	Lrfn5	Lrfn5	2 out of 5	Disulfide bond;Leucine-rich repeat;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; GABA-ergic synapse [GO:0098982]; glutamatergic synapse [GO:0098978]; integral component of membrane [GO:0016021]
A0A1U7R9Y9	unreviewed	Annexin	Anxa9	Anxa9	2 out of 5	Annexin;Calcium;Calcium/phospholipid-binding;Reference proteome;Repeat	cell surface [GO:0009986]; cytosol [GO:0005829]; synapse [GO:0045202]
A0A1U8BQB6	unreviewed	ecto-NOX disulfide-thiol exchanger 1 isoform X2	Enox1	Enox1	1 out of 5	Coiled coil;RNA-binding;Reference proteome	external side of plasma membrane [GO:0009897]
A0A1U8C999	unreviewed	Hyaluronidase (EC 3.2.1.35) (Hyaluronoglucosaminidase)	Hyal2	Hyal2	5 out of 5	Disulfide bond;Glycosidase;Hydrolase;Reference proteome;Signal	anchored component of external side of plasma membrane [GO:0031362]; apical plasma membrane [GO:0016324]; cytosol [GO:0005829]; endocytic vesicle [GO:0030139]; lysosome [GO:0005764]; membrane raft [GO:0045121]; microvillus [GO:0005902]; perinuclear region of cytoplasm [GO:0048471]; RNA polymerase II transcription factor complex [GO:0090575]
A0A1U7RE37	unreviewed	tumor necrosis factor	Tnf	Tnf	5 out of 5	Cytokine;Membrane;Reference proteome;Secreted;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]; integral component of plasma membrane [GO:0005887]; membrane raft [GO:0045121]; phagocytic cup [GO:0001891]; recycling endosome [GO:0055037]
A0A1U7R8M8	unreviewed	leucine-rich repeat and fibronectin type-III domain-containing protein 3	Lrfn3	Lrfn3	1 out of 5	Coiled coil;Disulfide bond;Immunoglobulin domain;Leucine-rich repeat;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]
A0A1U7QGX8	unreviewed	ectonucleotide pyrophosphatase/phosphodiesterase family member 1 isoform X1	Enpp1	Enpp1	4 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	cell [GO:0005623]; cell surface [GO:0009986]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7QBS7	unreviewed	Protein Wnt	Wnt6	Wnt6	3 out of 5	Developmental protein;Disulfide bond;Extracellular matrix;Reference proteome;Secreted;Signal;Wnt signaling pathway	cell surface [GO:0009986]; extracellular matrix [GO:0031012]
A0A1U7REE2	unreviewed	ficolin-1	Fcn1	Fcn1	2 out of 5	Disulfide bond;Reference proteome;Signal	extrinsic component of external side of plasma membrane [GO:0031232]
A0A1U7QFC8	unreviewed	Prothrombin (EC 3.4.21.5) (Coagulation factor II)	F2	F2	5 out of 5	Acute phase;Blood coagulation;Disulfide bond;Hemostasis;Hydrolase;Kringle;Protease;Reference proteome;Serine protease;Signal	cell [GO:0005623]; external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]
A0A1U7QZR7	unreviewed	ATP-binding cassette sub-family A member 1 isoform X2	Abca1	Abca1	5 out of 5	ATP-binding;Membrane;Nucleotide-binding;Reference proteome;Transmembrane;Transmembrane helix	endosome [GO:0005768]; external side of plasma membrane [GO:0009897]; Golgi apparatus [GO:0005794]; integral component of plasma membrane [GO:0005887]; membrane raft [GO:0045121]; perinuclear region of cytoplasm [GO:0048471]; phagocytic vesicle [GO:0045335]
