Entry	Status	Protein names	Gene names  (primary )	Gene names	Annotation	Keywords	Gene ontology (cellular component)
F6S4D7	unreviewed	CDKN1A interacting zinc finger protein 1	CIZ1	CIZ1	2 out of 5	Coiled coil;Metal-binding;Nucleus;Reference proteome;Zinc;Zinc-finger	nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]
A0A1D5QWS5	unreviewed	Uncharacterized protein	CDH13	CDH13	5 out of 5	Calcium;Membrane;Reference proteome;Repeat	adherens junction [GO:0005912]; catenin complex [GO:0016342]; caveola [GO:0005901]; cell surface [GO:0009986]; cytoplasm [GO:0005737]; external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]
F7D9U4	unreviewed	Olfactory receptor	OR6B2	OR6B2	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
F6VAL2	unreviewed	G protein-coupled receptor 156	GPR156	GPR156	1 out of 5	Reference proteome	G protein-coupled receptor heterodimeric complex [GO:0038039]
F6SWH6	unreviewed	SH3 domain-containing protein	CACNB2	CACNB2	2 out of 5	Reference proteome;SH3 domain;Signal	voltage-gated calcium channel complex [GO:0005891]
F7HQX3	unreviewed	NADPH oxidase organizer 1	NOXO1	NOXO1	1 out of 5	Reference proteome;SH3 domain	NADPH oxidase complex [GO:0043020]
F7HME9	unreviewed	Ig-like domain-containing protein	MIC1	MIC1	2 out of 5	Coiled coil;Membrane;Reference proteome;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]
A0A5F7ZQQ2	unreviewed	Olfactory receptor	OR4K13	OR4K13	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
F6U984	unreviewed	Uncharacterized protein	RXFP4	RXFP4	1 out of 5	Reference proteome	integral component of plasma membrane [GO:0005887]
F7HKK5	unreviewed	Uncharacterized protein	LOC700936	LOC700936	2 out of 5	Reference proteome;Signal	plasma membrane [GO:0005886]
F7HQP2	unreviewed	CD160 molecule	CD160	CD160	1 out of 5	Reference proteome;Signal	anchored component of plasma membrane [GO:0046658]
A0A5F8AB84	unreviewed	Uncharacterized protein	GABRG2	GABRG2	2 out of 5	Cell membrane;Disulfide bond;Ion channel;Ion transport;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
F7HLC0	unreviewed	FAT atypical cadherin 1	FAT1	FAT1	3 out of 5	Calcium;Disulfide bond;EGF-like domain;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	apical plasma membrane [GO:0016324]; cell-cell junction [GO:0005911]; filopodium [GO:0030175]; integral component of membrane [GO:0016021]; lamellipodium [GO:0030027]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]
F7AIZ5	unreviewed	Ectonucleotide pyrophosphatase/phosphodiesterase 6	ENPP6	ENPP6	1 out of 5	Reference proteome;Signal	extracellular region [GO:0005576]; plasma membrane [GO:0005886]
F7H0J3	unreviewed	Uncharacterized protein	EFNB1	EFNB1	2 out of 5	Disulfide bond;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A5F8AP75	unreviewed	Glycine receptor alpha 2	GLRA2	GLRA2	2 out of 5	Cell membrane;Disulfide bond;Ion channel;Ion transport;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix;Transport	integral component of plasma membrane [GO:0005887]; postsynaptic membrane [GO:0045211]
A0A1D5RDA7	unreviewed	Uncharacterized protein	LOC715912	LOC715912	1 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
F6XEJ3	unreviewed	Hepsin	HPN	HPN	2 out of 5	Disulfide bond;Hydrolase;Protease;Reference proteome;Serine protease	cell surface [GO:0009986]; endoplasmic reticulum membrane [GO:0005789]; integral component of plasma membrane [GO:0005887]; nuclear membrane [GO:0031965]
A0A5F8AGL2	unreviewed	Voltage-dependent L-type calcium channel subunit alpha	CACNA1D	CACNA1D	2 out of 5	Calcium;Calcium channel;Calcium transport;Coiled coil;Ion channel;Ion transport;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	voltage-gated calcium channel complex [GO:0005891]
A0A5F7ZH90	unreviewed	Integrin subunit beta 2	ITGB2	ITGB2	1 out of 5	Reference proteome	integrin complex [GO:0008305]
A0A1D5Q5L6	unreviewed	Phospholipid scramblase	PLSCR5	PLSCR5	2 out of 5	Calcium;Lipoprotein;Palmitate;Reference proteome	membrane [GO:0016020]; plasma membrane [GO:0005886]
A0A1D5QJI6	unreviewed	Cholinergic receptor nicotinic alpha 6 subunit	CHRNA6	CHRNA6	3 out of 5	Cell junction;Cell membrane;Disulfide bond;Ion channel;Ion transport;Ligand-gated ion channel;Membrane;Postsynaptic cell membrane;Receptor;Reference proteome;Signal;Synapse;Transmembrane;Transmembrane helix;Transport	acetylcholine-gated channel complex [GO:0005892]; integral component of plasma membrane [GO:0005887]; neuron projection [GO:0043005]; postsynaptic membrane [GO:0045211]; synapse [GO:0045202]
F6SWD8	unreviewed	SH3 domain-containing protein	CACNB2	CACNB2	1 out of 5	Reference proteome;SH3 domain	voltage-gated calcium channel complex [GO:0005891]
A0A5F8ABL1	unreviewed	Uncharacterized protein	BSG	BSG	1 out of 5	Immunoglobulin domain;Membrane;Reference proteome;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
F7HBH6	unreviewed	GDNF family receptor alpha 4	GFRA4	GFRA4	1 out of 5	Reference proteome	external side of plasma membrane [GO:0009897]; receptor complex [GO:0043235]
F7G171	unreviewed	Cholinergic receptor nicotinic alpha 5 subunit	CHRNA5	CHRNA5	2 out of 5	Cell junction;Cell membrane;Disulfide bond;Ion channel;Ion transport;Ligand-gated ion channel;Membrane;Postsynaptic cell membrane;Receptor;Reference proteome;Signal;Synapse;Transmembrane;Transmembrane helix;Transport	acetylcholine-gated channel complex [GO:0005892]; dopaminergic synapse [GO:0098691]; postsynaptic membrane [GO:0045211]
F7ET00	unreviewed	Transporter	SLC6A8	SLC6A8	2 out of 5	Membrane;Reference proteome;Symport;Transmembrane;Transmembrane helix;Transport	integral component of plasma membrane [GO:0005887]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]
F7C4X1	unreviewed	Retinoschisin 1	RS1	RS1	3 out of 5	Reference proteome;Signal	extracellular space [GO:0005615]; extrinsic component of plasma membrane [GO:0019897]; neuron to neuron synapse [GO:0098984]; photoreceptor inner segment [GO:0001917]
A0A5F7ZZP8	unreviewed	Protocadherin beta 2	PCDHB2	PCDHB2	1 out of 5	Calcium;Cell adhesion;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A5F8A5M4	unreviewed	Transmembrane channel-like protein	TMC7	TMC7	1 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	integral component of plasma membrane [GO:0005887]
F6VM98	unreviewed	Neuronal cell adhesion molecule	NRCAM	NRCAM	2 out of 5	Immunoglobulin domain;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A5F8AUD7	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein	LOC106992372	LOC106992372	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
F7DXE4	unreviewed	Potassium voltage-gated channel subfamily H member 5	KCNH5	KCNH5	1 out of 5	Reference proteome	cell surface [GO:0009986]; integral component of plasma membrane [GO:0005887]
F6U223	unreviewed	Plexin D1	PLXND1	PLXND1	3 out of 5	Disulfide bond;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	integral component of plasma membrane [GO:0005887]; lamellipodium [GO:0030027]; semaphorin receptor complex [GO:0002116]
F7H6Q8	unreviewed	Transient receptor potential cation channel subfamily C member 3	TRPC3	TRPC3	3 out of 5	ANK repeat;Ion channel;Ion transport;Membrane;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport	cation channel complex [GO:0034703]; cell [GO:0005623]; integral component of plasma membrane [GO:0005887]
A0A5F7ZKX1	unreviewed	Transporter	SLC6A3	SLC6A3	2 out of 5	Membrane;Reference proteome;Symport;Transmembrane;Transmembrane helix;Transport	integral component of plasma membrane [GO:0005887]
F7ERR2	unreviewed	Desmin	DES	DES	2 out of 5	Coiled coil;Intermediate filament;Reference proteome	cardiac myofibril [GO:0097512]; fascia adherens [GO:0005916]; intermediate filament [GO:0005882]; neuromuscular junction [GO:0031594]; nucleus [GO:0005634]; sarcolemma [GO:0042383]; Z disc [GO:0030018]
F6VJG8	unreviewed	Uncharacterized protein	SLC39A1	SLC39A1	2 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; membrane [GO:0016020]; plasma membrane [GO:0005886]
A0A5F8AFD7	unreviewed	Complement C7	C7	C7	2 out of 5	Disulfide bond;Reference proteome;Signal;Sushi	membrane attack complex [GO:0005579]
A0A5F7ZKX0	unreviewed	Uncharacterized protein			1 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	cell [GO:0005623]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
F7HBA1	unreviewed	Olfactory receptor	OR2J2	OR2J2	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1D5Q716	unreviewed	Uncharacterized protein	MCAM	MCAM	2 out of 5	Disulfide bond;Immunoglobulin domain;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
F7HEK4	unreviewed	SH3 domain containing 21	SH3D21	SH3D21	1 out of 5	Reference proteome;SH3 domain	nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]
A0A1D5R4G3	unreviewed	Integrin beta	ITGB2	ITGB2	2 out of 5	Cell adhesion;Disulfide bond;Integrin;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	integrin complex [GO:0008305]
A0A1D5Q6P8	unreviewed	Ig-like domain-containing protein			2 out of 5	Reference proteome	external side of plasma membrane [GO:0009897]; immunoglobulin complex, circulating [GO:0042571]
A0A1D5QGG6	unreviewed	Ig-like domain-containing protein	MADCAM1	MADCAM1	2 out of 5	Reference proteome	plasma membrane [GO:0005886]
F7GHA8	unreviewed	Anoctamin	ANO8	ANO8	2 out of 5	Coiled coil;Membrane;Reference proteome;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
F6V829	unreviewed	Glutamate metabotropic receptor 4	GRM4	GRM4	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Receptor;Reference proteome;Signal;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
F7AMD3	unreviewed	Chondroadherin like	CHADL	CHADL	2 out of 5	Leucine-rich repeat;Reference proteome;Repeat;Signal	cell surface [GO:0009986]; glutamatergic synapse [GO:0098978]; integral component of postsynaptic density membrane [GO:0099061]
F6VMX6	unreviewed	CYLD lysine 63 deubiquitinase	CYLD	CYLD	5 out of 5	Reference proteome	centrosome [GO:0005813]; ciliary basal body [GO:0036064]; ciliary tip [GO:0097542]; cytoplasmic microtubule [GO:0005881]; cytosol [GO:0005829]; extrinsic component of cytoplasmic side of plasma membrane [GO:0031234]; midbody [GO:0030496]; spindle [GO:0005819]
F7CYH8	unreviewed	Dopamine receptor D2	DRD2	DRD2	3 out of 5	G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix	cell [GO:0005623]; integral component of plasma membrane [GO:0005887]; synaptic vesicle membrane [GO:0030672]
F6VT61	unreviewed	Olfactory receptor	OR4S2	OR4S2	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
F7GI95	unreviewed	Olfactory receptor	OR4K5	OR4K5	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
F7AFQ4	unreviewed	Flotillin	FLOT1	FLOT1	5 out of 5	Coiled coil;Membrane;Reference proteome	adherens junction [GO:0005912]; basolateral plasma membrane [GO:0016323]; cell-cell contact zone [GO:0044291]; centriolar satellite [GO:0034451]; COP9 signalosome [GO:0008180]; cortical actin cytoskeleton [GO:0030864]; dopaminergic synapse [GO:0098691]; early endosome [GO:0005769]; external side of plasma membrane [GO:0009897]; flotillin complex [GO:0016600]; lamellipodium [GO:0030027]; sarcolemma [GO:0042383]; uropod [GO:0001931]
F6XG61	unreviewed	Cadherin related family member 5	CDHR5	CDHR5	2 out of 5	Calcium;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	apical plasma membrane [GO:0016324]; brush border membrane [GO:0031526]; integral component of plasma membrane [GO:0005887]; microvillus membrane [GO:0031528]; spanning component of plasma membrane [GO:0044214]
F6VFD7	unreviewed	ADAM metallopeptidase domain 8	ADAM8	ADAM8	5 out of 5	Disulfide bond;EGF-like domain;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	alpha9-beta1 integrin-ADAM8 complex [GO:0071133]; alpha9-beta1 integrin-vascular cell adhesion molecule-1 complex [GO:0071065]; cell surface [GO:0009986]; dense core granule membrane [GO:0032127]; integral component of plasma membrane [GO:0005887]; phagolysosome [GO:0032010]; podosome [GO:0002102]; specific granule [GO:0042581]; tertiary granule [GO:0070820]
F7HHP5	unreviewed	Pleckstrin homology domain containing A4	PLEKHA4	PLEKHA4	2 out of 5	Coiled coil;Reference proteome	extrinsic component of cytoplasmic side of plasma membrane [GO:0031234]
F6UT22	unreviewed	Transporter	SLC6A2	SLC6A2	2 out of 5	Membrane;Reference proteome;Symport;Transmembrane;Transport	integral component of plasma membrane [GO:0005887]; presynapse [GO:0098793]
F6V4R5	unreviewed	Protocadherin gamma subfamily B, 5			1 out of 5	Calcium;Cell adhesion;Cell membrane;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
F7EUV8	unreviewed	Uncharacterized protein	LAT	LAT	2 out of 5	Reference proteome;Signal	immunological synapse [GO:0001772]
F7HQU5	unreviewed	Lymphocyte cytosolic protein 1	LCP1	LCP1	3 out of 5	Actin-binding;Calcium;Reference proteome;Repeat	actin filament [GO:0005884]; actin filament bundle [GO:0032432]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; filopodium [GO:0030175]; focal adhesion [GO:0005925]; perinuclear region of cytoplasm [GO:0048471]; phagocytic cup [GO:0001891]; podosome [GO:0002102]; ruffle [GO:0001726]; stress fiber [GO:0001725]
F7GBV2	unreviewed	Cadherin EGF LAG seven-pass G-type receptor 3	CELSR3	CELSR3	3 out of 5	Calcium;Disulfide bond;EGF-like domain;G-protein coupled receptor;Laminin EGF-like domain;Membrane;Receptor;Reference proteome;Repeat;Signal;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1D5RGK8	unreviewed	Sodium channel epithelial 1 beta subunit	SCNN1B	SCNN1B	2 out of 5	Ion channel;Ion transport;Membrane;Reference proteome;Sodium;Sodium channel;Sodium transport;Transmembrane;Transmembrane helix;Transport	external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; integral component of plasma membrane [GO:0005887]; sodium channel complex [GO:0034706]
F7EJD7	unreviewed	Coiled-coil domain containing 8	CCDC8	CCDC8	2 out of 5	Reference proteome	3M complex [GO:1990393]; centrosome [GO:0005813]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]
A0A1D5Q535	unreviewed	Paralemmin	PALM	PALM	2 out of 5	Reference proteome	cytoplasm [GO:0005737]; filopodium membrane [GO:0031527]; neuron spine [GO:0044309]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]
F7A8W3	unreviewed	Cadherin 8	CDH8	CDH8	2 out of 5	Calcium;Cell adhesion;Cell membrane;Membrane;Reference proteome;Repeat;Transmembrane;Transmembrane helix	axon terminus [GO:0043679]; glutamatergic synapse [GO:0098978]; integral component of membrane [GO:0016021]; synaptic cleft [GO:0043083]; synaptic membrane [GO:0097060]
A0A1D5QSG7	unreviewed	Capping protein regulator and myosin 1 linker 2	CARMIL2	CARMIL2	3 out of 5	Reference proteome	actin cytoskeleton [GO:0015629]; intermediate filament cytoskeleton [GO:0045111]; lamellipodium [GO:0030027]; macropinosome [GO:0044354]; plasma membrane [GO:0005886]; ruffle [GO:0001726]
F6YFB5	unreviewed	Bridging integrator 1	BIN1	BIN1	2 out of 5	Coiled coil;Reference proteome;SH3 domain	plasma membrane [GO:0005886]; synaptic vesicle [GO:0008021]
F7H940	unreviewed	ATP binding cassette subfamily C member 11	ABCC11	ABCC11	1 out of 5	ATP-binding;Membrane;Nucleotide-binding;Reference proteome;Transmembrane;Transmembrane helix	integral component of plasma membrane [GO:0005887]
A0A1D5R6X8	unreviewed	MFS domain-containing protein	SLC2A3	SLC2A3	2 out of 5	Coiled coil;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	integral component of plasma membrane [GO:0005887]
F7AAC4	unreviewed	Gasdermin D	GSDMD	GSDMD	3 out of 5	Coiled coil;Reference proteome	extracellular space [GO:0005615]; NLRP3 inflammasome complex [GO:0072559]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]
F6WGT3	unreviewed	T cell receptor beta variable 4-1	TRBV4-1	TRBV4-1	1 out of 5	Reference proteome;Signal	plasma membrane [GO:0005886]
F7HM58	unreviewed	SH3 domain GRB2 like endophilin interacting protein 1	SGIP1	SGIP1	2 out of 5	Membrane;Reference proteome	clathrin-coated pit [GO:0005905]; clathrin-coated vesicle [GO:0030136]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; plasma membrane [GO:0005886]
A0A1D5QTL6	unreviewed	Sarcoglycan gamma	SGCG	SGCG	1 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; sarcoglycan complex [GO:0016012]
F7C3A5	unreviewed	Dynein axonemal intermediate chain 2	DNAI2	DNAI2	2 out of 5	Reference proteome;WD repeat	external side of plasma membrane [GO:0009897]; outer dynein arm [GO:0036157]; sperm flagellum [GO:0036126]
F6UXR7	unreviewed	Delta/notch like EGF repeat containing	DNER	DNER	2 out of 5	Calcium;Disulfide bond;EGF-like domain;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	dendrite [GO:0030425]; early endosome [GO:0005769]; integral component of membrane [GO:0016021]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]
F7DCA7	unreviewed	TRPM8 channel associated factor 1	TCAF1	TCAF1	1 out of 5	Reference proteome	plasma membrane [GO:0005886]
F6WXJ6	unreviewed	Glutamate metabotropic receptor 7	GRM7	GRM7	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Receptor;Reference proteome;Signal;Transducer;Transmembrane;Transmembrane helix	cell cortex [GO:0005938]; dendrite [GO:0030425]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]; synapse [GO:0045202]
F6XT71	unreviewed	SH3 domain GRB2 like endophilin interacting protein 1	SGIP1	SGIP1	2 out of 5	Membrane;Reference proteome	AP-2 adaptor complex [GO:0030122]
A0A1D5QP34	unreviewed	EPH receptor B2	EPHB2	EPHB2	5 out of 5	ATP-binding;Kinase;Membrane;Nucleotide-binding;Receptor;Reference proteome;Repeat;Signal;Transferase;Transmembrane;Transmembrane helix;Tyrosine-protein kinase	axon [GO:0030424]; dendrite [GO:0030425]; glutamatergic synapse [GO:0098978]; integral component of plasma membrane [GO:0005887]; integral component of postsynaptic membrane [GO:0099055]; integral component of presynaptic membrane [GO:0099056]; neuronal cell body [GO:0043025]; nucleoplasm [GO:0005654]; receptor complex [GO:0043235]
A0A1D5R531	unreviewed	Teneurin transmembrane protein 1	TENM1	TENM1	2 out of 5	Disulfide bond;EGF-like domain;Membrane;Reference proteome;Repeat;Transmembrane;Transmembrane helix	integral component of plasma membrane [GO:0005887]; neuron projection [GO:0043005]
A0A1D5RK97	unreviewed	UPAR/Ly6 domain-containing protein	CD59	CD59	2 out of 5	Reference proteome;Signal	plasma membrane [GO:0005886]
F7BQ35	unreviewed	Alpha-tubulin N-acetyltransferase 1 (Alpha-TAT) (Alpha-TAT1) (TAT) (EC 2.3.1.108) (Acetyltransferase mec-17 homolog)	ATAT1	ATAT1 C6orf136 MEC17	4 out of 5	Acetylation;Acyltransferase;Cell junction;Cell projection;Coated pit;Cytoplasm;Cytoskeleton;Membrane;Reference proteome;Transferase	axon [GO:0030424]; clathrin-coated pit [GO:0005905]; cytoplasm [GO:0005737]; focal adhesion [GO:0005925]; microtubule [GO:0005874]; spindle [GO:0005819]
F7A3F5	unreviewed	Potassium voltage-gated channel modifier subfamily G member 4	KCNG4	KCNG4	2 out of 5	Ion channel;Ion transport;Membrane;Potassium;Potassium channel;Potassium transport;Reference proteome;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	integral component of membrane [GO:0016021]; voltage-gated potassium channel complex [GO:0008076]
F7CPB3	unreviewed	5-hydroxytryptamine receptor 4	HTR4	HTR4	2 out of 5	G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix	cytoplasm [GO:0005737]; integral component of plasma membrane [GO:0005887]; synapse [GO:0045202]
F7F5R3	unreviewed	Tight junction protein 1	TJP1	TJP1	1 out of 5	Reference proteome;SH3 domain	bicellular tight junction [GO:0005923]; cytosol [GO:0005829]; plasma membrane [GO:0005886]
A0A5F7ZNG6	unreviewed	Fms related tyrosine kinase 1	FLT1	FLT1	2 out of 5	ATP-binding;Disulfide bond;Immunoglobulin domain;Kinase;Membrane;Nucleotide-binding;Receptor;Reference proteome;Repeat;Signal;Transferase;Transmembrane;Transmembrane helix;Tyrosine-protein kinase	integral component of plasma membrane [GO:0005887]
F6TZ83	unreviewed	NADPH oxidase 4	NOX4	NOX4	1 out of 5	Membrane;Oxidoreductase;Reference proteome;Transmembrane;Transmembrane helix	NADPH oxidase complex [GO:0043020]; plasma membrane [GO:0005886]
A0A1D5QCT3	unreviewed	Glutamate ionotropic receptor kainate type subunit 2	GRIK2	GRIK2	1 out of 5	Cell junction;Cell membrane;Ion channel;Ion transport;Ligand-gated ion channel;Membrane;Postsynaptic cell membrane;Receptor;Reference proteome;Synapse;Transmembrane;Transmembrane helix;Transport	integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]
F6SBM7	unreviewed	Filamin A interacting protein 1	FILIP1	FILIP1	1 out of 5	Coiled coil;Reference proteome	actin cytoskeleton [GO:0015629]; nucleolus [GO:0005730]; plasma membrane [GO:0005886]
F6S264	unreviewed	MAM domain containing glycosylphosphatidylinositol anchor 1	MDGA1	MDGA1	2 out of 5	Reference proteome;Signal	anchored component of plasma membrane [GO:0046658]; GABA-ergic synapse [GO:0098982]; Golgi apparatus [GO:0005794]
A0A1D5Q260	unreviewed	Ig-like domain-containing protein	LOC106995452	LOC106995452	2 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]
F7HCS0	unreviewed	G protein signaling modulator 3	GPSM3	GPSM3	1 out of 5	Reference proteome	plasma membrane [GO:0005886]
A0A1D5R0J4	unreviewed	Dual oxidase maturation factor 1	DUOXA1	DUOXA1	2 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
F6U1X2	unreviewed	Receptor tyrosine kinase like orphan receptor 2	ROR2	ROR2	4 out of 5	ATP-binding;Disulfide bond;Immunoglobulin domain;Kringle;Membrane;Nucleotide-binding;Receptor;Reference proteome;Signal;Transmembrane;Transmembrane helix	axon [GO:0030424]; integral component of plasma membrane [GO:0005887]; receptor complex [GO:0043235]
F6Y8F5	unreviewed	BCR activator of RhoGEF and GTPase	BCR	BCR	5 out of 5	Coiled coil;GTPase activation;Guanine-nucleotide releasing factor;Reference proteome	cytosol [GO:0005829]; glutamatergic synapse [GO:0098978]; membrane [GO:0016020]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; protein-containing complex [GO:0032991]; Schaffer collateral - CA1 synapse [GO:0098685]
A0A5F8AS92	unreviewed	Transporter	SLC6A9	SLC6A9	2 out of 5	Membrane;Reference proteome;Symport;Transmembrane;Transmembrane helix;Transport	integral component of plasma membrane [GO:0005887]
A0A5F8ABN8	unreviewed	Olfactory receptor	OR52B6	OR52B6	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1D5Q0X0	unreviewed	Glutamate ionotropic receptor kainate type subunit 1	GRIK1	GRIK1	1 out of 5	Cell junction;Cell membrane;Ion channel;Ion transport;Ligand-gated ion channel;Membrane;Postsynaptic cell membrane;Receptor;Reference proteome;Synapse;Transmembrane;Transmembrane helix;Transport	integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]
F7D0U9	unreviewed	Calcium-activated chloride channel regulator 1	CLCA1	CLCA1	1 out of 5	Reference proteome	integral component of plasma membrane [GO:0005887]
F6UAX5	unreviewed	Erythrocyte membrane protein band 4.1 like 1	EPB41L1	EPB41L1	2 out of 5	Reference proteome	cytoskeleton [GO:0005856]; plasma membrane [GO:0005886]
F7B7V9	unreviewed	C-C motif chemokine receptor 10	CCR10	CCR10	2 out of 5	G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix	cell [GO:0005623]; endoplasmic reticulum [GO:0005783]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
F7HQB1	unreviewed	Uncharacterized protein	NEGR1	NEGR1	1 out of 5	Reference proteome	plasma membrane [GO:0005886]
A0A1D5QDI0	unreviewed	Solute carrier family 6 member 9	SLC6A9	SLC6A9	1 out of 5	Membrane;Reference proteome;Symport;Transmembrane;Transmembrane helix;Transport	integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]
F6Y3P6	unreviewed	Sodium/hydrogen exchanger	SLC9A9	SLC9A9	2 out of 5	Antiport;Ion transport;Membrane;Reference proteome;Sodium;Sodium transport;Transmembrane;Transmembrane helix;Transport	cell [GO:0005623]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; recycling endosome [GO:0055037]
